,risk_rating,Self_exclude_flag,Country_Code,BR Code,Period,Client,Variable_3_Y0,Variable_13_Y1,Variable_21_Y0,Variable_20_Y0,Variable_22_Y0,Variable_12_Y2,Variable_12_Y1,Variable_29_Y0,Variable_9_Y0,Variable_18_Y1,Variable_1_Y0,Variable_1_Y1,Variable_22_Y2,Variable_14_Y0,Variable_19_Y0,Variable_24_Y0,Variable_22_Y1
10343,11,0,1,5,2015Q3,4142,620037.5804,574015.7036,591839.4476,595838.8895,572884.3312,598552.865253717,610180.3051,599748.9078078358,582623.6239,577890.6982,575985.2576,574977.3499,599617.3676039265,591282.9268,605588.6616,580858.7466,583885.0662
7378,7,1,0,11,2015Q2,2934,586123.8018,577016.8809,598837.4695,606110.6082,575957.4845,592759.7896,607767.0642,623906.8695,584819.5772,572242.6966,592810.3463,614578.3692,610745.0125,581397.0383,611144.5866,599075.5117,585190.5143
23775,5,1,1,5,2019Q4,11806,603604.9474874921,598854.3324931494,598552.2353592789,598479.9032734132,599258.6072412956,598552.865253717,598627.38952835,599748.9078078358,604836.670615974,598378.540963387,600614.9081356999,600642.5045596543,599617.3676039265,600919.1105765322,603193.691448228,598494.1865546126,599621.6050248608
7635,5,1,1,5,2018Q1,3045,596480.9942,581219.0104,589260.4257,571970.5271,579020.6434,609422.3458,592294.231,627166.7914,596272.4448,583150.0071,611101.5062,604454.7666,626435.7144,604766.9548,586797.9763,580312.5533,613806.0513
20361,9,0,0,12,2018Q4,8745,625403.3791,624607.679,569338.6032,625343.4287,611158.01,580281.4209,573808.9785,626104.5722,569946.5042,598378.540963387,577975.0002,582134.7844,587699.0617,622468.8931,594068.7428,593311.2341,609161.4555
17325,5,1,0,18,2019Q4,7023,590156.7428,607536.4697,577829.9221,614675.1693,570642.315,624101.6563,574715.8793,607242.2559,570776.5577,621130.3181,617192.4676,609316.7609,598830.5331,628062.3623,600672.5776,610250.8261,619029.5385
25490,6,1,0,12,2014Q4,12947,600615.5114,598854.3324931494,579760.7555,572762.2624,574379.3728,598552.865253717,598627.38952835,600304.0806,607217.4699,598378.540963387,587112.1612,600642.5045596543,599617.3676039265,588127.0181,577472.9614,600967.0007,599621.6050248608
25311,4,1,0,71,2017Q3,12882,588660.1574,626773.6102,587205.0529,619066.2147,621542.4183,582290.9956,583062.8456,599748.9078078358,623818.3834,583611.4518,594300.7886,573615.2216,606926.925,611675.42,598354.5423,615118.8416,579317.4131
24974,5,1,1,5,2015Q3,12745,627960.6859,627012.9421,594093.3249,619708.1742,585411.0618,598552.865253717,596520.3151,613957.6433,583043.5416,611103.6932,617111.8528,628296.7842,599617.3676039265,612384.8488,598044.1072,624042.8017,603774.1414
17563,8,1,0,2,2018Q1,7139,607814.4581,572482.7386,585909.8142,621141.4137,577707.454,627158.8973,572126.1256,579164.7502,598571.3499,622329.7647,584851.4931,607735.9385,586224.1659,593978.6368,589711.8838,621228.1874,582871.1271
8986,6,1,0,11,2018Q2,3600,595711.8132,606472.0074,571897.8129,585762.2792,576729.0015,571736.9617,604384.1918,599748.9078078358,584961.2277,596388.638,606758.2495,629664.1274,591807.198,623687.9563,610149.6832,571535.3085,611754.3203
10807,8,1,0,12,2016Q1,4303,627223.7814,621824.3335,621340.1222,627966.4536,592814.678,605702.8434,575711.4368,579546.6685,613778.0793,610677.6407,575640.9665,612500.8059,617263.6511,572692.5387,591377.4792,611717.9678,623031.5071
9154,8,1,0,0,2016Q3,3666,611290.3134,618167.8564,577953.9301,584405.3175,579169.9288,614246.3368,586622.0239,592967.4102,625437.8325,626809.3716,580439.1877,572598.4637,601626.9051,571144.3421,631242.7139,626383.9671,614945.4773
369,6,1,0,12,2017Q4,156,625683.508,578036.1727,607305.2865,605373.6071,627998.8842,604364.5172,588645.9672,626848.1081,602529.7201,598378.540963387,573972.7777,628108.0424,597940.3614,602280.5893,571302.1155,627176.6902,580759.1393
3315,7,1,0,13,2016Q4,1307,582279.3492,597368.1945,589637.9365,603110.1828,595994.9755,583760.0116,586925.0651,581928.4043,615262.6911,594470.986,619124.9443,603350.9419,615717.822,628252.9254,583181.8148,588368.9426,605938.817
16972,7,1,1,5,2018Q4,6836,609203.2528,591517.5037,604546.4217,599952.6589,599977.6909,579069.0115,615344.5087,594605.9141,577861.268,597818.6263,615717.795,583870.2031,607010.4467,596022.1088,593869.402,575439.6665,617259.7135
13649,8,1,1,5,2015Q1,5364,577190.5511,598854.3324931494,585096.4996,582521.815,627471.0008,598552.865253717,598627.38952835,599748.9078078358,596853.5927,598378.540963387,605199.8373,600642.5045596543,599617.3676039265,573264.6408,608132.573,595247.3158,599621.6050248608
3786,7,1,1,5,2017Q2,1499,625098.0139,596291.3235,578814.3129,605892.5272,574221.9039,576997.336,581339.7793,587073.6779,626603.1151,568696.812,583786.9434,601352.7731,593129.6077,611426.6114,616310.3268,574407.1218,603077.6434
23444,6,1,0,2,2019Q3,11414,596525.1223,597283.5215,570883.3963,609150.1391,612464.5746,598552.865253717,600826.8524,606894.7082,600848.9298,593172.7737,595913.5293,577809.5749,599617.3676039265,572266.0758,622936.0188,603603.5658,573247.4076
27986,5,1,1,5,2015Q2,13932,618489.498,598854.3324931494,584871.8299,596649.2839,592810.0873,598552.865253717,598627.38952835,599748.9078078358,598448.3429,598378.540963387,608774.2748,600642.5045596543,599617.3676039265,570369.213,580870.1973,572888.3473,599621.6050248608
20292,7,1,0,55,2017Q4,8701,619131.9684,614652.8383,589719.4437,604756.6132,597668.9175,598552.865253717,597260.6306,599748.9078078358,591727.5594,607606.1182,624254.9001,594883.1054,599617.3676039265,610637.0678,628506.6621,607743.3269,605916.5442
1303,6,1,0,12,2017Q1,513,576831.2378,572144.3359,598984.6675,570115.9902,570116.603,618514.4281,591993.742,593866.6734,590919.0262,600888.3121,586056.5664,616431.7613,583299.7044,623542.5758,610414.9751,605708.8639,572289.6246
11604,8,1,0,4,2018Q2,4613,592259.7409,582462.571,622041.9188,614195.7485,576437.5567,579860.7841,605304.3989,602203.8912,610228.0383,604533.4758,603111.6788,621125.5058,571453.8943,616436.2219,631783.0507,597331.375,620879.1845
7575,4,1,0,10,2019Q4,3017,596842.6857,589587.7593,573860.6155,582732.3374,614255.7793,583901.9065,597948.9075,618199.782,599168.3092,587301.1152,612295.8722,624569.0072,614568.5458,622389.8706,576712.1456,609334.755,616447.561
15354,4,1,0,16,2015Q3,6060,581994.2408,581041.3105,597531.0773,625678.8322,624188.7375,598552.865253717,604147.8184,599748.9078078358,597272.384,582166.9637,575690.5471,612988.7245,599617.3676039265,583281.9154,616322.4929,571996.5427,569861.3409
28217,10,0,0,3,2019Q3,14028,599333.884,586064.3079,591029.9412,606236.4729,615516.2439,603458.5008,594608.46,615227.3678,609084.6131,604093.9083,573645.2272,595909.199,597194.3626,590475.7485,591232.142,600571.876,581965.2982
7839,5,1,0,12,2018Q4,3125,620955.1114,576830.4847,610384.2208,616956.5598,615980.3116,582979.2159,626824.0394,625542.1097,587186.6067,626876.5952,615598.8521,602948.8653,618412.7733,595245.405,608691.6019,583207.4339,572771.8853
27373,8,1,0,24,2016Q4,13676,595068.5731,577567.0511,590170.2011,627431.0513,597325.7536,613557.2921,619297.3179,578819.4665,616477.9506,621658.6707,574523.4108,573343.7371,581111.4532,605490.6434,589490.0104,614971.7703,613122.9803
2540,7,1,1,5,2017Q3,1010,591146.604,613291.2647,613464.3247,615924.4928,572304.4004,590628.0092,588688.8832,614772.4676,592000.7333,617181.366,587202.1886,623242.6893,621928.9957,598195.1577,595647.447,622507.4093,617214.1373
10812,7,1,0,24,2016Q3,4304,603449.4891,617828.2196,599622.8222,582080.1222,590226.5156,602501.6865,610838.1964,602652.1817,632201.0378,573879.9777,590186.7857,632817.4747,632503.2197,629369.1904,573679.4982,591533.4044,611652.6727
3132,7,1,0,19,2016Q2,1240,602955.5234,604348.517,595478.0169,612784.8566,577471.802,582808.0442,623984.5548,613099.7762,604377.6755,591075.9036,576166.5933,602439.9179,624353.9842,607370.5028,627264.2303,581102.6502,586320.1451
664,6,1,0,19,2014Q4,281,600119.0708,609727.0602,570978.4792,597890.2604,608560.2938,598552.865253717,625416.9796,607601.8295,615713.2588,588456.8463,576880.6027,624371.6918,599617.3676039265,582601.227,603551.2745,585093.4975,611710.4934
6102,6,1,0,12,2018Q2,2436,591947.8152,572263.4927,611735.9157,607099.3331,603401.1132,608063.3691,594081.6401,571355.1348,578140.0668,587533.1699,615732.3393,584776.1631,580705.3982,625053.956,603285.8559,620877.0374,608281.8053
20761,7,1,0,24,2019Q1,9034,627423.9387,574952.7971,586344.9607,572487.7789,584626.552,584800.2491,573440.1032,613102.4731,617508.4034,598538.2109,577344.4491,584865.2556,576833.2264,569582.7299,628956.1036,583960.775,616329.7904
6490,10,0,0,2,2019Q4,2592,587061.9402,577868.3742,618640.6809,579876.0036,626482.145,625127.4603,587741.3684,590963.0181,595437.1992,580445.5484,608858.193,574286.6187,616527.3843,616763.6681,622360.0981,592370.2048,591021.3141
27140,6,1,0,4,2018Q3,13580,597625.1188,591928.9462,601352.0803,569786.4513,609143.0553,615723.7583,571756.5986,587471.0083,619006.2604,583033.0557,585473.0972,579559.9049,623274.6715,581768.7458,595582.1046,576530.7725,613116.4605
13581,3,1,0,30,2019Q3,5336,583794.3081,591923.7646,588251.6689,605113.6367,619024.9078,572889.0385,570473.9048,576302.9033,606442.1426,570497.9339,578020.4799,615712.4758,596169.7953,575528.5429,612351.738,608470.6684,579309.5659
22600,5,1,0,26,2019Q1,10510,601329.9324,604506.7291,601781.8339,611014.2695,596852.8999,602539.1329,606599.9525,599748.9078078358,617608.0463,599974.1488,599719.0246,618807.2841,574746.9436,607716.1431,589830.8009,626995.9065,613200.3556
8748,8,1,0,24,2018Q2,3498,596477.1562,592079.2432,597183.739,615353.133,612565.2454,618464.795,592293.825,614933.9941,590812.7671,591036.3568,569755.8062,576035.7794,592776.0937,610970.7767,570832.3481,614259.2417,569569.9061
20015,6,1,0,2,2018Q3,8517,569126.794,589884.6108,611271.6982,601426.231,605736.8656,590750.4563,612247.1787,620326.0085,580123.7682,584631.8136,575523.1719,609172.7323,605316.3325,607363.9655,616003.8166,584127.4506,568960.0064
27041,8,1,1,5,2019Q4,13531,608015.1871,606986.2111,611000.47,593177.6214,587713.3789,600947.2847,582512.9681,620261.8696,620292.0725,574750.1569,595423.4255,577910.1465,587331.5641,592663.9696,585403.4381,627327.9322,619956.1769
951,7,1,1,5,2019Q4,378,591846.1347,608340.5722,586063.8844,571129.1318,574542.438,615480.2558,590851.724,612617.4212,572735.1057,613158.4496,572779.507,608911.0175,595717.4064,619517.6661,602929.4083,592377.5722,617734.5469
22361,6,1,0,26,2020Q1,10288,591185.145,627061.3657,610041.0407,599020.3758,585353.9497,623582.2039,602637.7702,612447.3366,611081.5358,572832.8893,570571.1663,595680.895,602565.1503,572343.5024,595503.6163,603630.0745,596411.8576
23560,7,1,1,5,2019Q3,11550,613593.4973,587496.0387,611931.5458,585680.0937,614072.7031,593625.7139,572970.7026,596151.768,626066.6355,607224.0002,609069.6122,604001.9019,607519.4903,584803.9971,601989.1683,602775.8813,571219.6584
22378,7,1,0,26,2019Q1,10303,616903.8847,580149.3901,623803.2737,615508.4346,619404.057,579480.7704,577445.6082,599748.9078078358,572299.6404,620718.0509,582575.2562,584138.8561,608529.6726,602429.0388,584930.2304,576054.907,617471.5453
22893,6,1,1,5,2019Q4,10809,603604.9474874921,576416.0059,585054.3799,585960.4364,618911.4279,598552.865253717,598627.38952835,599748.9078078358,604836.670615974,598378.540963387,575268.0018,585585.0969,599617.3676039265,622590.7133,603193.691448228,573482.5557,621926.1727
23839,5,1,1,5,2019Q4,11886,588527.3375,583073.8789,580246.3356,598940.9638,614328.4849,598552.865253717,583299.6194,599748.9078078358,610141.0725,609400.0869,611162.6779,600921.3552,599617.3676039265,609294.46,629725.0961,619445.9988,621125.1241
16595,6,1,1,5,2019Q1,6644,611028.215,600733.6671,574833.5759,611313.5039,610498.4233,569629.8144,603730.2653,616415.1158,609713.974,575940.571,607288.5299,608748.3957,573052.582,615625.1687,590003.8901,613437.1795,573180.4239
13372,5,1,1,5,2015Q1,5245,570097.8669,599890.0339,597255.6771,591710.3962,617978.5235,598552.865253717,618029.3016,623232.8199,577336.0461,577288.6461,626737.6826,572733.3164,599617.3676039265,582646.2048,607491.7745,581283.5859,587331.5586
21908,7,1,0,12,2019Q4,9897,616148.7871,568905.5054,585446.6121,619695.9694,570007.0358,594992.7369,627980.8329,590081.6441,620201.8963,626652.9494,595278.861,627551.3366,579130.22,576848.0011,587165.3238,613378.6411,573972.5812
26960,11,0,0,12,2019Q2,13489,600532.3438,576689.3919,583665.7465,590587.9881,573259.3781,598620.0297,610484.318,579882.4943,597212.587,609079.8306,577924.4026,606954.2955,624803.11,577103.6705,628020.6124,581939.1099,615787.9017
2127,8,1,1,5,2019Q1,837,621719.36,613116.8098,603085.5493,574809.1443,579208.9608,598584.329,626202.4355,570375.1736,594403.1632,602740.8224,608346.9769,594798.4165,599592.0183,600009.0421,603356.9368,585085.6105,610226.4747
16491,10,0,0,11,2016Q4,6601,607565.4893,570949.7067,592773.428,582004.303,568572.3723,595334.0735,587579.8298,613722.9197,594756.5899,613624.1009,580215.9507,618066.1554,622857.562,579462.8441,600798.4612,574752.3326,579758.9445
2466,6,1,0,3,2016Q3,979,622224.6626,624176.6072,622442.3099,583874.9584,571213.212,627985.5909,587849.8874,594141.9043,609086.921,574512.1,589259.4105,628172.4144,629572.1001,628425.9211,586505.4703,599173.6694,616535.0426
11956,4,1,0,1,2014Q4,4753,569749.587,598854.3324931494,608698.8199,587573.9369,594582.796,598552.865253717,598627.38952835,599748.9078078358,604836.670615974,598378.540963387,612039.8721,600642.5045596543,599617.3676039265,621128.5674,624330.4253,579824.9403,599621.6050248608
18807,6,1,0,0,2016Q1,7794,621512.0336,578624.331,615968.1741,574377.4232,575627.1291,572065.4221,626242.1882,623602.2044,571283.5093,579493.6969,621187.8311,602822.0918,571653.6594,614797.7076,623100.7159,572857.4325,583307.72
10741,10,0,0,11,2014Q4,4279,613729.2121,607671.6901,609079.8609,592742.7862,621198.5875,598552.865253717,627788.2166,614681.8749,593119.8954,585458.7017,628736.5077,617516.5552,599617.3676039265,582451.1086,628422.852,622714.5613,569795.4566
2678,4,1,1,5,2014Q4,1062,622284.4351,598854.3324931494,614374.1177,600395.4941,623952.9352,598552.865253717,598627.38952835,602306.0562,627111.3327,598378.540963387,615373.7544,600642.5045596543,599617.3676039265,607711.8293,600416.5616,598523.5966,599621.6050248608
23239,7,1,0,23,2019Q4,11188,590246.2876,620495.9989,574128.9383,571302.2991,584904.6551,598552.865253717,619377.6886,599748.9078078358,596270.6901,574259.7657,627663.9063,593897.5274,599617.3676039265,612164.968,617932.1081,605078.8896,621865.5954
10280,4,1,0,33,2020Q1,4119,591405.4827,607993.7037,618493.1569,580317.1114,603975.6633,580809.2918,589490.0512,572629.3294,576204.8136,592229.541,616751.7569,583426.4614,605483.4108,577533.7273,623157.3483,620956.985,597311.2361
21233,8,1,1,5,2018Q1,9354,581053.3059,623604.7901,574101.3626,614440.6264,578298.8828,610523.1367,598021.1568,608399.5026,600611.1406,590293.5411,596927.2953,601605.0601,622985.1071,619769.799,602750.9272,591701.0517,602248.8652
18007,8,1,0,4,2017Q2,7364,612920.7235,613363.4158,617438.5161,598045.6827,623548.8317,570896.7535,570653.3577,615216.281,618570.9522,571266.2505,614181.7342,605576.3413,596451.5097,586330.6308,573699.3657,618441.3022,626121.9465
7833,5,1,0,12,2016Q4,3122,600933.3999,622141.4134,579419.1101,626042.5846,600386.6709,597015.9401,583072.4837,573243.7765,609963.5363,612775.4618,601148.7852,603826.7501,591531.3703,622219.5352,615597.8357,604989.6434,598757.3137
4099,10,0,1,5,2019Q3,1639,592151.281,587425.9874,613441.7909,612769.7972,598744.41,623825.3459,593407.7003,619881.5751,560283.6743,615236.5422,576535.5157,609630.6571,593302.5858,583855.7203,566724.3311,591400.162,591711.7107
12871,5,1,0,30,2019Q3,5069,609747.5716,600224.4701,581677.2806,589289.8741,619016.2702,607712.6636,613624.3839,600377.8668,615879.2154,572626.4803,584072.3367,587558.4318,620310.512,627564.7311,626713.4934,622961.299,624910.5462
26917,5,1,1,5,2015Q1,13470,625865.472,608743.3506,597391.4434,569309.0212,569252.0076,598552.865253717,612679.1961,625014.9552,582435.9396,574506.6488,608709.9861,579479.586,599617.3676039265,609235.858,625561.0471,621477.5166,612470.5638
25771,5,1,0,12,2016Q3,13054,627573.9816,624023.5507,595879.2586,627332.6029,602742.4937,616733.7781,617920.6375,617477.5113,580107.5555,568836.0355,593134.8363,620200.1512,608864.7693,592218.6984,604892.4057,597373.2828,589036.8158
25386,7,1,0,8,2019Q3,12908,634864.7669,618061.4902,614889.5575,618157.3862,621339.0428,622111.9715,570218.8483,582326.4231,611835.5733,573516.8409,596098.8438,601710.9865,586754.7045,576093.934,637428.8851,593992.5222,622651.0148
1072,5,1,0,32,2018Q4,418,588476.9153,603242.3871,579896.2278,597907.9014,632393.5761,606398.0387,602539.6527,599748.9078078358,584798.5712,622892.3377,614698.7001,617680.6183,577977.3313,635021.3047,643078.5035,608779.8587,603968.2778
24140,6,1,1,5,2020Q1,12306,589645.6569,588940.8814,610929.9599,596950.4828,585843.549,570419.3363,620836.6422,613834.4968,581157.2917,616698.5808,591589.0441,618898.5907,612356.2199,591779.5506,619433.961,625628.521,620715.4828
28154,5,1,0,11,2015Q3,13999,607738.9024,619443.4642,614451.9393,579028.3935,626678.7137,598552.865253717,578493.8191,612649.487,596771.4792,610448.3898,582432.2793,573572.696,599617.3676039265,572842.9031,575454.3511,591298.9762,589422.0738
1509,5,1,0,11,2015Q3,595,583838.6226,570494.6949,611565.9587,596356.5644,607300.3677,618944.1637,603188.1405,625899.5141,853162.3202,625033.1786,620623.4912,627288.6808,601955.6332,651617.1716,747339.9451,587933.5694,610496.5436
6843,5,1,1,5,2017Q3,2729,587595.7256,625765.0482,605358.9153,577552.6791,589492.4945,584748.0102,623356.5009,604207.0479,577229.4124,625187.4313,609525.2904,605650.1558,573952.3744,587505.3768,576770.0938,601206.16,571529.2442
20826,6,1,1,5,2020Q1,9073,593966.4408,598854.3324931494,616565.1415,574864.1354,593128.1212,598552.865253717,598627.38952835,570296.3949,580303.8648,598378.540963387,585072.1883,600642.5045596543,608467.7613,625037.1235,627019.457,620894.9104,599621.6050248608
1512,8,1,0,35,2019Q3,596,619039.9486,592662.2726,624974.1074,624748.3649,626313.4744,586475.4467,604572.4457,607228.7665,590268.2827,584235.813,623428.6296,576198.4057,628111.3993,577076.7635,578936.058,596445.8688,608021.611
2688,5,1,0,12,2018Q4,1068,598628.76,588205.7883,624119.9321,591153.3206,625377.9972,614645.3742,590203.3015,618671.4578,619850.8055,572881.5772,577692.6672,573489.1941,611305.7052,598197.6897,603664.3719,577212.9722,599444.6527
9525,7,1,1,5,2014Q4,3834,625688.8989,598854.3324931494,598552.2353592789,598479.9032734132,599258.6072412956,598552.865253717,598627.38952835,599748.9078078358,604836.670615974,598378.540963387,600614.9081356999,600642.5045596543,599617.3676039265,600919.1105765322,603193.691448228,598494.1865546126,599621.6050248608
23891,5,1,1,5,2019Q4,11950,573016.8932,590735.4723,571142.2563,585773.2975,625461.5104,596283.9697,614119.6339,599748.9078078358,627711.3969,613933.8813,593718.0021,590875.0182,574220.7784,589259.2402,592960.3532,614276.0611,628169.4273
5372,6,1,0,2,2014Q4,2140,579870.0062,598854.3324931494,583782.7933,595863.1758,602083.5488,598552.865253717,598627.38952835,621005.034,617699.1893,598378.540963387,623735.2392,600642.5045596543,599617.3676039265,600658.6248,617244.2282,584858.8119,599621.6050248608
26820,4,1,0,4,2018Q1,13439,603604.9474874921,598854.3324931494,598552.2353592789,598479.9032734132,595271.8136,598552.865253717,598627.38952835,599748.9078078358,604836.670615974,598378.540963387,580425.6039,600254.2646,584478.9804,580542.9816,603193.691448228,598494.1865546126,571122.6393
7368,7,1,0,8,2015Q4,2929,612357.0688,589917.333,628368.3837,578860.9195,572372.1889,586098.3207,611719.6824,619577.3576,598181.7366,590322.4587,581251.2367,627621.8663,597655.7307,604490.3176,625313.3258,589624.8169,617453.66
10163,6,1,1,5,2015Q1,4072,1276616.893,598854.3324931494,597297.0287,585925.1562,781787.4176,598552.865253717,598627.38952835,737428.7646,1132358.637,598378.540963387,943277.2319,600642.5045596543,599617.3676039265,919311.2471,179325.5203,614498.064,599621.6050248608
456,6,1,0,35,2016Q2,197,583115.9524,603245.3728,591896.2362,604240.1025,577579.2014,574342.4235,618313.5943,619650.4566,619132.8773,598378.540963387,626135.134,624305.9824,616846.5764,584259.0936,607935.5771,606403.264,629836.8523
19754,6,1,0,31,2018Q3,8351,599245.8406,594526.4344,591124.3194,581336.3743,600553.2628,572805.0895,590872.5094,606946.9473,599472.5168,598378.540963387,582602.0563,593222.8907,603621.8685,595955.7466,606749.3589,616694.3469,593846.2717
19610,7,1,1,5,2019Q4,8269,595630.2253,620627.9092,593348.9151,577594.8539,595358.5535,581903.6069,613497.3021,590071.0987,612253.2792,576540.8808,619308.0229,621182.4803,609838.9393,628502.887,571217.7479,614798.1251,612348.4829
3985,6,1,0,35,2016Q4,1592,623093.0152,608339.1506,588596.378,595102.5349,612198.498,571252.1501,627570.8334,607877.7082,615324.6896,581130.783,597059.3892,576130.6558,602080.0482,574048.1735,600790.1627,580032.1131,578052.995
4507,7,1,0,27,2017Q2,1810,579274.9559,622914.2533,606383.2836,581177.85,596846.743,575195.976,578332.3999,588532.8568,597996.9273,597843.4124,589856.0659,618162.2587,592777.7366,626280.8941,598484.6831,620412.5909,620398.5189
26827,4,1,0,12,2016Q3,13441,597523.0445,579414.5668,590480.9786,615097.1887,594499.2911,613107.3555,604789.4676,614883.806,621836.1093,611708.2925,604546.7487,599039.2613,608865.3663,618350.0033,618931.7912,611600.5425,592144.7785
239,8,1,1,5,2016Q1,106,593477.3642,579492.0952,592643.159,606947.3891,615071.9813,599914.1669,592499.5282,573700.5033,631072.2075,580440.8228,582227.7397,611490.4061,616110.6046,633535.1682,608199.4645,600517.0,575283.5273
18671,8,1,0,20,2017Q1,7716,598329.9402,627260.5705,601885.6185,569835.4949,599212.8154,592296.276,588929.9065,573580.5267,584900.4521,615472.0695,578619.9314,580832.3908,573712.2946,572414.9705,602527.936,581564.6123,614560.7888
9612,8,1,1,5,2014Q4,3865,573354.6026,569360.8238,598384.8976,614410.0648,598550.6661,598552.865253717,595081.5959,579265.4306,590750.7745,577967.4676,600695.9023,598027.1086,599617.3676039265,581257.1218,629587.975,600235.8924,582610.6399
10508,5,1,0,16,2018Q1,4202,608302.5602,601325.1897,590914.9786,578930.6953,585246.4249,596428.0781,579482.7778,613075.7454,607376.244,569590.2176,588506.4642,595635.9439,597753.0879,591264.2387,572464.6063,622243.4827,573712.8024
2206,4,1,0,1,2019Q3,873,589861.5982,613351.8311,590735.8022,575759.9851,588609.2692,569298.0566,623844.1301,599748.9078078358,586287.3525,585508.0291,589830.9899,615778.5082,582185.6206,622667.1373,617459.8888,616543.3024,582877.6349
17748,7,1,1,5,2018Q1,7231,609812.71,620833.0143,583949.8427,616628.5585,603627.9145,598552.865253717,612496.6276,599748.9078078358,609435.7233,582733.0934,599138.7927,616920.7848,599617.3676039265,616402.7623,606517.1984,625479.7723,618967.2236
23882,6,1,1,5,2019Q4,11942,620769.5671,590958.1216,586339.679,576427.104,591477.172,601495.5983,592953.0069,588710.3945,597964.3636,598378.540963387,591276.1231,627269.1382,569686.8914,577195.4059,605479.8658,607356.5896,584855.2687
18171,7,1,0,14,2019Q1,7452,616563.4491,625469.656,627948.8937,585774.816,619208.8219,611491.5487,602437.807,600533.5076,628444.942,614571.0753,602963.3912,570441.6691,580012.6626,607752.7743,569031.4716,624339.9353,575277.6286
24633,8,1,0,18,2017Q3,12624,619143.441,594183.2737,627983.4774,598889.0505,615765.818,591718.5498,581755.0174,599748.9078078358,612530.5551,611929.6499,629984.3911,596805.5085,590535.8402,613810.8494,617210.4134,573554.7539,626144.0007
751,6,1,0,4,2017Q4,304,617234.6245,588756.2906,624879.8046,570583.6703,605068.678,589797.0551,598888.486,599748.9078078358,622588.1798,606832.3676,594330.6188,619423.8116,573663.9413,631630.892,573394.3683,579607.0456,615120.8644
1064,7,1,0,23,2019Q1,415,598410.6518,601143.4227,615695.2828,607448.2089,571389.092,569253.7206,587588.1294,616343.4272,584418.4319,602199.4738,617605.1867,595184.8453,615732.181,573894.2035,625627.3778,616867.6805,570362.8225
7047,8,1,1,5,2019Q3,2802,635566.7168,610237.2297,611383.1757,600245.9934,571106.1796,591921.9891,575092.3704,577850.8084,630526.2351,600537.1161,591987.756,599453.8117,597064.1282,596835.6073,605140.8899,598809.9262,599305.0337
3031,7,1,0,11,2018Q4,1206,596626.8843,593738.0537,611097.8613,616804.2594,579634.884,585459.7474,608837.0387,625223.3947,602450.7023,575992.6083,574914.6968,602039.9007,593962.2096,621612.3823,581120.9883,586891.3722,587588.3225
3052,7,1,1,5,2017Q1,1211,622435.7454,608485.4774,600929.1071,624773.3013,589255.8418,569696.871,611855.6659,593022.1161,596457.2288,606272.6518,584173.1099,627879.4893,627832.2626,583746.3755,594083.822,606859.9737,569310.798
677,4,1,1,5,2018Q2,285,622935.7649,626385.8916,624071.627,605896.4279,586595.8335,603084.5336,591390.4704,599748.9078078358,620613.5873,608152.2646,576009.8414,593916.8591,571368.8615,592553.817,580125.427,569156.8884,597395.555
20849,9,0,0,18,2017Q3,9086,622979.7068,572342.647,621767.8357,574644.6808,569235.6172,600223.4988,577774.2581,577507.0047,602753.0522,605110.671,595063.7096,609075.7087,612712.1088,581434.8322,581801.7097,626226.6985,593665.5434
175,8,1,0,12,2014Q4,77,608501.6323,595813.3942,591302.6649,615744.3639,612005.5619,598552.865253717,586370.6975,599748.9078078358,612450.2172,615503.6468,624622.839,588067.7728,599617.3676039265,621433.4976,607128.1039,583059.0728,584002.5754
18044,7,1,1,5,2018Q2,7381,615642.8388,608606.6157,605631.9287,619997.959,571629.0104,604136.0028,586449.7485,574099.6623,592783.4123,625889.3247,587223.539,614177.1514,594851.8056,591940.522,610315.3098,584736.5473,605026.7731
13914,9,0,0,24,2015Q3,5473,618372.037,603756.5817,620945.9747,575762.2964,619176.0662,598552.865253717,587954.4267,611534.9978,574180.9787,601021.9572,624135.373,580397.1454,599617.3676039265,603266.1908,571542.2661,589018.1767,623929.9778
26858,8,1,0,4,2019Q4,13455,611205.1032,619871.7833,596586.923,614270.8461,585615.1762,615225.9015,619118.6809,569006.6727,596348.9444,570159.2938,625088.1016,596851.0939,617420.2428,625537.4961,613220.5189,620932.3123,622529.2191
8379,4,1,1,5,2017Q4,3346,613906.3266,621971.1786,577062.9937,576810.5144,610248.5487,610116.341,605076.3978,573738.5858,623471.0912,610012.2065,593188.4342,586023.2052,596015.3473,579070.6492,598040.665,615826.1628,574413.4521
8056,3,1,1,5,2019Q2,3210,569696.2461,587055.7092,611177.8662,626227.107,590195.4289,586020.3631,578416.1691,599748.9078078358,599036.4267,616889.889,619299.4943,604177.0459,609567.3983,623555.6547,589424.6623,572597.1577,577617.4514
22335,6,1,1,5,2020Q1,10256,603604.9474874921,621543.2453,607108.5407,577302.8911,583134.8612,598552.865253717,598627.38952835,599748.9078078358,604836.670615974,598378.540963387,587733.6057,569727.6904,611313.8795,612019.2866,603193.691448228,577681.5839,570460.1475
20351,6,1,0,2,2019Q2,8738,622406.3231,603006.9471,593590.3856,611659.2709,605195.0212,609656.3326,623994.2623,575921.8826,613450.7523,597589.2055,604393.7522,619587.2064,594536.8653,616273.96,595808.0641,597438.071,584021.5494
