,risk_rating,Self_exclude_flag,Country_Code,BR Code,Period,Client,Variable_14_Y0,Variable_22_Y0,Variable_1_Y1,Variable_13_Y1,Variable_19_Y0,Variable_9_Y0,Variable_3_Y0,Variable_30_Y1
19304,8,1,1,5,2018Q2,8077,625896.6113,597395.1481,608680.1071,627829.1143,590147.38,593738.7347,603976.7037,603778.3663
26622,6,1,0,18,2015Q3,13375,591269.3104,584200.8173,575618.9534,573779.4555,628039.1185,587946.284,580528.8388,624458.5649
11046,5,1,0,35,2019Q3,4400,609048.0899,579173.0325,606420.6448,605855.5902,621420.8116,621480.8804,625485.6304,579105.8852
5150,5,1,1,5,2019Q1,2057,591872.0491,596637.6847,586925.2336,573864.215,593407.1856,606414.3302,601669.2775,620393.0028
10355,7,1,0,6,2019Q2,4146,587695.9338,574464.631,617954.1211,605602.1895,574652.6334,599649.6239,621574.5901,595514.7734
16302,17,0,0,0,2020Q1,6493,611076.2197,620342.9583,623546.33,618862.8965,579027.1422,613140.3796,623686.6185,602485.4259
21096,9,0,0,76,2019Q3,9255,587926.7309,581369.4932,591281.6185,573374.0673,612146.1456,629912.5163,593888.1376,578214.2471
25286,6,1,0,4,2018Q1,12876,579932.2997,623796.4544,600552.9202,580687.339,588307.4318,619808.4999,596128.8847,589111.8417
1153,4,1,1,5,2019Q4,456,627013.825,610437.7532,627159.3495,579848.0236,601713.3424,610358.341,582284.0014,597617.1948
12144,6,1,0,12,2019Q2,4815,613259.7827,622168.0941,579468.1065,583200.8728,596419.7555,605221.8571,621256.8819,572362.4753
25214,6,1,0,22,2020Q1,12847,579602.2697,583022.2231,574676.72,598321.1395,607187.1937,619149.0086,571121.3973,584297.9692
2424,8,1,0,18,2019Q3,960,606185.4278,625521.7099,619566.943,590326.2965,570097.8541,610294.2864,615404.7641,570322.5972
9595,7,1,1,5,2018Q2,3862,614418.5596,631391.8909,583819.8157,601476.3524,613255.3944,606323.4042,587614.6749,592360.9865
15720,5,1,0,12,2016Q3,6238,620273.5646,572674.0032,591426.4415,574080.7698,601142.3319,584092.9724,610966.2026,572508.3867
6608,5,1,0,4,2016Q4,2642,575405.5812,588685.9529,570882.0978,580795.5171,623278.5865,609648.1979,600704.3407,608238.1367
11087,8,1,0,11,2017Q1,4412,585318.1295,594555.1783,605551.3078,626845.6151,578095.9652,593174.581,578515.8282,600661.4236
15841,7,1,1,5,2017Q1,6299,586766.7006,621187.7118,595844.6357,620927.5476,607013.3962,617397.8116,578523.1744,586491.7773
19762,7,1,0,30,2017Q2,8354,608506.7488,589659.2692,627122.182,609141.0527,579229.164,614884.7787,619634.877,588495.865
18597,7,1,0,12,2017Q1,7684,628791.0158,572687.854,606460.6682,603139.2348,622947.2877,582958.1754,607181.5043,574187.3541
19253,8,1,0,60,2019Q1,8050,571434.4473,627295.8899,608066.4544,587897.4312,601424.6402,597781.4015,621673.5341,613526.2577
475,4,1,0,12,2020Q1,206,630186.0265,607422.788,625965.3342,571137.8314,623784.4159,581945.5496,620251.6808,620399.1929
6048,12,0,0,0,2015Q3,2413,597273.7129,571042.4662,625322.9481,600002.0576,636960.075,591986.1599,620622.5994,595090.6688
1268,7,1,0,51,2018Q2,499,609221.3221,597527.6267,583394.2003,592333.7999,619752.509,578436.6933,585593.0101,629633.8221
18743,7,1,0,12,2019Q2,7761,587491.3869,607434.7265,598586.6625,607085.5806,610568.4321,591388.0664,612553.8168,578413.7898
3024,6,1,1,5,2018Q4,1204,607241.9437,602692.1677,580327.1359,582759.9271,631156.3501,605482.0919,595864.2559,586142.1536
2964,4,1,0,31,2017Q2,1178,611464.9744,611851.6107,607170.6921,592070.4461,608488.6816,596963.0427,612407.5861,588108.0133
3163,9,0,0,12,2018Q1,1250,620971.7641,596969.9448,597969.8405,576478.8851,616567.7405,627284.1986,617433.1257,570001.8096
26846,5,1,0,0,2018Q2,13448,604525.5262,622941.3899,575586.4175,628169.2552,620114.798,593821.42,590812.5726,583175.0626
2368,4,1,1,5,2019Q1,935,585422.079,592504.1432,611224.7956,612729.3112,580327.863,603610.0986,625263.2434,628656.8525
4859,8,1,0,12,2020Q1,1943,592327.077,609614.6366,600123.4405,607842.401,604227.1892,576088.0259,602130.681,590937.2861
10808,8,1,0,12,2015Q2,4303,599303.6401,593823.5703,605349.4564,603181.1605,608554.01,613494.3335,584291.9599,570148.8982
23074,6,1,1,5,2020Q1,11012,619782.2521,622333.7345,579360.923,574413.7927,594687.532,571337.5114,576319.2583,610226.779
25165,10,0,0,81,2016Q4,12826,596661.3643,568229.2294,572056.477,595646.8175,625751.9462,606212.4101,622427.6896,617672.5223
1315,7,1,0,19,2018Q1,517,608997.3432,613862.5623,627742.8672,593695.3186,606406.9583,586178.16,608405.0813,618589.2957
4776,5,1,0,11,2019Q3,1909,600050.0696,625629.8927,588611.1442,625607.8327,596637.9196,624491.3072,601679.8377,606901.2213
7578,14,0,0,33,2016Q3,3018,590209.735,590810.5324,611701.9616,575955.1368,630001.3508,591801.1225,575847.1788,595378.7021
12569,8,1,0,80,2019Q4,4968,599196.5521,585756.4859,613801.1129,603074.4557,575510.8207,615782.4779,580338.236,596907.5265
5090,6,1,0,12,2016Q4,2033,583606.071,573633.7489,601069.6318,573854.948,603629.2417,623786.8637,601345.5144,602516.6283
10338,7,1,0,19,2019Q1,4139,595022.1487,597897.8386,628009.0278,587041.5707,569933.5564,602099.6619,592402.2384,617034.0789
13307,2,1,1,5,2018Q1,5221,581108.7507,612022.1893,608751.842,611599.6162,589674.2599,602406.8075,616508.9417,587066.481
10608,7,1,0,6,2019Q4,4234,612722.89,573679.2956,618761.9295,599702.3765,604012.4413,609293.2993,624130.3519,617584.6762
23363,6,1,1,5,2019Q4,11316,655167.4119,622473.7545,637064.5712,612130.8195,654674.6936,682500.5319,710162.9047,621567.5944
8919,3,1,1,5,2016Q3,3564,589078.729,628297.187,616783.2252,592151.08,617675.2328,602727.0467,614469.3773,584389.306
160,5,1,1,5,2016Q1,68,625618.0864,578612.1486,579985.3069,570781.8416,630663.3219,591059.5896,622265.9306,623223.876
27076,7,1,0,12,2018Q4,13542,584815.5552,626215.4479,589985.6788,588696.1101,577105.8254,576869.8425,618753.1978,611527.995
1473,7,1,0,40,2016Q2,583,577685.0581,605925.3043,579641.467,584018.4949,616197.0196,619049.4901,595071.2601,624420.5467
11298,6,1,0,58,2019Q3,4483,633381.8957,619130.6104,616383.0243,589032.092,687495.2078,701961.6499,612526.2469,591501.987
10587,10,0,0,33,2017Q4,4227,598838.6377,622003.4826,576663.2927,605379.517,595159.0531,575379.4232,599906.3648,587209.0527
15139,6,1,0,4,2017Q4,5963,577223.8708,607311.5487,609494.5341,625148.2932,606603.9338,594166.0336,607068.4886,618806.955
11782,4,1,0,13,2019Q3,4684,590670.4089,585777.9106,577712.6583,579283.8569,594808.9511,592862.7158,570847.0559,615101.5825
10540,7,1,0,80,2019Q2,4213,590156.3362,583428.1076,614600.9135,617523.937,610090.8663,573197.6561,616736.184,622343.3702
20535,8,1,0,4,2017Q4,8889,592257.1132,572018.2203,614657.0206,572125.2431,621646.6883,620159.6904,603674.051,602399.6518
18116,5,1,0,13,2016Q3,7419,592282.5887,574090.1285,607416.3563,586281.822,633539.0386,600569.2093,589228.5013,578019.7432
16539,10,0,0,12,2019Q2,6620,619568.4545,578291.2181,573988.4227,613190.2888,610489.574,597561.5918,619961.47,582611.4477
1645,6,1,0,13,2018Q1,650,621113.2451,623340.5512,598390.1501,627700.7731,592321.455,602051.2642,599866.4839,606075.7335
4887,8,1,0,33,2015Q2,1957,603543.8699,608275.4513,595815.2636,609922.9016,608936.8611,627794.22,586153.2409,604491.7788
25746,7,1,1,5,2017Q2,13044,577285.8562,582290.7914,587562.4551,607803.612,577484.0095,587366.3474,581178.3655,623270.1709
9402,6,1,0,23,2016Q4,3779,594109.544,575215.1298,587487.3553,602715.568,599144.642,571960.8223,569137.2088,584322.3686
17085,8,1,0,30,2017Q3,6897,620929.4318,572667.041,600678.1079,611869.8359,595215.5931,582571.962,578631.6033,613929.5844
9665,4,1,0,14,2017Q1,3883,624732.8632,602595.9565,625869.0174,609980.1859,609413.0877,592560.1368,588477.6377,603285.3954
18579,9,0,0,18,2019Q3,7675,625367.1485,580545.5718,593697.4479,598711.9245,621627.0061,610255.9885,612697.0541,587663.7392
27458,6,1,1,5,2017Q1,13718,595640.4338,571650.9304,592857.6367,624886.8008,593104.9816,579779.3405,592942.2198,608455.0479
11124,8,1,0,18,2020Q1,4424,611718.9243,582550.0667,571914.7388,623596.2557,592806.3584,579311.9536,622371.4615,627859.4042
17215,8,1,0,43,2019Q3,6962,611979.1635,620857.2923,575959.0719,599751.6144,621423.55,594854.7228,585436.5291,588030.9349
26794,8,1,1,5,2019Q3,13427,586695.3887,619786.8848,587994.1993,623663.9262,605575.3237,632133.8703,622767.9975,604495.7555
17455,3,1,0,12,2018Q2,7089,587662.6366,621590.2169,600080.4322,587278.1561,624951.953,585536.8415,575918.1947,619819.3876
18517,7,1,0,2,2017Q1,7634,570612.7351,581845.0501,625986.4649,618389.6868,621159.5267,619145.8433,603110.4264,599002.1527
24949,8,1,0,19,2019Q2,12734,577942.9261,606652.8623,619440.1141,582773.1002,602376.0577,570988.3952,600493.6784,620755.943
16813,7,1,1,5,2020Q1,6753,626639.7584,608946.3005,595441.6012,586147.7362,578937.3221,586562.0937,591183.403,611669.06
3617,6,1,0,6,2015Q3,1437,579785.0844,597915.7186,596008.3369,570186.2728,613131.63,603092.1099,584620.2054,611002.3164
541,12,0,0,38,2017Q4,226,581032.3593,593252.1788,623144.1636,607266.9368,621676.7558,608164.9753,641233.0587,577890.06
1528,9,0,1,5,2018Q1,605,607132.8733,571706.7292,607438.1561,618311.1462,614973.1046,581513.2624,588930.4015,615853.5483
26658,10,0,0,20,2016Q4,13384,578436.7333,585900.5009,603476.9675,600802.5614,600724.824,632461.3859,601487.624,623186.3842
16559,9,0,1,5,2020Q1,6630,579849.562,574404.1504,624774.7057,609969.6336,627478.4604,618517.8824,611501.8195,601951.4533
1099,7,1,0,10,2016Q2,426,586217.4954,575353.258,612470.1714,578214.0197,615492.7146,664225.2962,630902.5562,577879.3747
13840,11,0,0,14,2017Q4,5448,603340.1834,612990.1616,625859.1716,627590.8902,600562.7824,615109.6851,607238.5868,581697.2931
8596,8,1,0,12,2015Q3,3438,628136.8341,601312.93,586119.1396,569357.1764,612306.0402,572681.0285,629874.2869,601769.3243
9652,7,1,0,6,2017Q2,3879,603733.9685,574074.3678,570388.2572,585201.6951,613423.4717,617562.0428,606450.9753,576731.487
78,5,1,1,5,2015Q3,34,606212.3904,578471.428,604999.0374,569803.6073,601022.1584,593048.0232,606683.4026,624186.3323
20480,7,1,1,5,2019Q3,8850,628091.1832,566792.6664,611910.9094,584461.7254,672409.8502,667786.9808,906894.6192,583820.1393
28013,4,1,0,12,2017Q2,13942,590540.8939,583069.5886,587688.875,597357.5607,579275.6916,607173.1198,597482.5533,622316.901
4807,5,1,0,2,2019Q2,1921,574360.7435,619370.6001,576229.9719,591306.3988,583029.6243,620288.3599,620250.7759,594396.7666
7766,8,1,0,2,2019Q2,3099,592747.3206,589752.3709,592156.5876,604714.2451,608909.1251,623567.6722,592964.4091,585060.4619
18620,8,1,1,5,2020Q1,7697,608353.3482,623551.6997,591243.271,591804.785,578658.3002,577866.6566,602802.9247,584907.5777
17757,7,1,1,5,2019Q2,7238,618137.2243,569052.9521,598707.249,599224.8725,616688.1445,573690.2216,573033.2035,591342.7851
10267,7,1,0,13,2016Q2,4114,610926.2747,619435.9097,615324.7151,612882.0048,596390.1107,610097.9034,620653.06,569219.0364
2029,7,1,1,5,2019Q4,797,574721.3533,579692.109,617604.5198,596585.5379,574711.5953,621433.9078,615077.6976,620202.2689
10103,6,1,0,6,2018Q1,4046,573867.6348,627307.4604,580858.0879,603153.6812,591291.318,595866.4143,577760.8156,570818.7278
25730,8,1,0,18,2019Q1,13038,597546.5103,626790.1742,624314.3186,611991.8064,586247.1123,621114.5812,629522.281,580747.6588
17931,8,1,0,4,2018Q4,7333,586627.0162,577514.4791,617894.7549,584378.8921,598039.1342,599319.0398,604226.1391,600333.5473
26061,6,1,0,42,2016Q4,13157,628418.178,577733.7201,607063.3558,595990.6994,637166.4095,661513.8567,615212.2047,604949.8697
24813,4,1,1,5,2016Q3,12678,612614.9452,577604.2731,611798.3323,601556.9278,626520.5559,595098.8035,569037.6702,577157.0176
19191,7,1,0,4,2017Q4,8010,622952.6656,624034.3715,605754.4452,593920.7114,593550.1939,615513.3931,593545.0242,596969.072
6621,5,1,0,12,2015Q4,2646,588559.8988,602865.3243,619442.6974,574606.2823,603388.173,601594.4003,570205.1785,580037.7732
19310,10,0,0,0,2019Q4,8080,594034.1816,622742.9743,587305.981,618550.7401,592244.0271,600194.0423,632660.0454,605263.3089
2209,5,1,0,3,2019Q1,874,616142.9946,582245.7333,575352.7016,605387.6128,572334.5148,606502.8916,604944.2577,621876.6611
22449,5,1,0,26,2020Q1,10368,612415.1537,608204.1352,624422.1674,585703.7612,650899.0836,612978.9136,601773.3775,594217.7185
16619,17,0,1,5,2019Q1,6658,599404.087,587165.2837,575750.7678,613404.0869,585054.9167,610102.9613,607515.2166,579903.2835
16128,7,1,0,3,2017Q4,6414,592334.5824,577632.9319,609615.325,587042.0798,571228.1876,618203.6623,619140.1551,568720.9239
17239,7,1,0,11,2019Q1,6974,571624.3566,618322.3574,585588.7269,580119.1448,626884.1336,572535.3153,615654.5488,583855.4032
246,4,1,0,18,2018Q1,108,621512.8851,627939.2109,591013.0046,603371.847,599524.6186,577377.5847,622693.4822,595804.4345
13220,7,1,0,4,2019Q4,5195,578231.326,579855.9028,608936.9131,575992.1286,613609.9896,583212.284,613022.4411,574271.1273
2571,7,1,0,27,2019Q4,1021,580093.4648,588985.5533,611252.0442,599827.6369,609837.2472,597715.1674,580745.3437,605523.4186
5151,6,1,1,5,2018Q1,2057,619059.397,623704.4764,619140.1304,597438.9708,609087.6889,628970.1741,607348.7197,609485.7296
17224,10,0,1,5,2016Q4,6965,615737.3041,577342.0232,569531.7479,616592.2676,614909.4998,585719.7661,626316.0354,625153.5491
24947,4,1,1,5,2016Q1,12733,570342.5612,585405.8243,589896.1623,623578.723,573062.4439,599758.7413,597992.8238,607155.672
87,8,1,0,12,2017Q2,36,594460.5302,615310.7949,620870.2106,605026.217,624622.3213,616477.058,593319.3561,608886.5703
18780,6,1,0,30,2018Q1,7777,600418.18,606939.4629,600956.9077,612557.965,589892.5854,610514.1188,665683.3123,616945.4843
13183,6,1,0,2,2018Q3,5180,590297.083,570211.0567,600383.3127,597791.7944,628184.8571,583846.9841,593820.7988,602122.4571
14362,8,1,1,5,2019Q4,5643,596911.4126,574298.6135,625326.7189,598855.4986,598351.3655,569162.9805,611691.8526,570376.1091
27397,5,1,0,13,2018Q2,13688,616029.2476,618870.232,571180.2263,619334.5916,576909.0779,629851.703,583950.4353,598010.067
14962,5,1,0,2,2015Q2,5886,577388.6919,578850.6487,610255.8113,613803.0837,612616.1755,625970.9318,572738.7143,590281.7944
6300,7,1,0,4,2017Q4,2523,590302.7082,584840.2883,582979.6216,623364.7611,583747.2796,591900.6916,572874.2435,589964.5385
25390,5,1,0,8,2017Q2,12908,585105.4412,599682.449,620273.9255,603243.7596,610227.6296,582677.22,624263.8433,598007.7586
22420,9,0,0,26,2019Q4,10339,608133.4499,572529.1874,572454.6639,619452.0676,614543.8483,575084.2111,613314.6902,616157.877
14909,7,1,0,30,2019Q2,5871,580168.1539,627913.4039,623748.6652,609281.0995,609269.6772,627392.3475,578784.4354,572519.5891
3030,5,1,0,11,2019Q3,1206,624157.3275,586940.1392,575799.2732,619850.6383,599859.3365,604288.7485,612917.7517,606180.3795
1769,6,1,0,12,2015Q2,695,603790.3173,595977.0653,582657.8678,607216.4054,612174.0895,572939.8793,599185.9678,612782.5708
25075,7,1,1,5,2016Q4,12782,626041.7747,584919.8701,622416.2044,622894.9303,610956.239,618703.8495,597066.5362,621611.9661
17502,8,1,0,19,2018Q4,7109,592973.6372,615683.492,625305.179,612597.7918,577443.3275,586762.3065,625898.028,614191.372
21049,7,1,0,0,2016Q4,9219,579421.1804,579159.6209,578662.7092,584570.6199,605407.8052,575597.1784,623988.7098,596926.5556
3107,6,1,0,0,2016Q3,1231,575512.0563,623876.889,576073.444,575884.5159,617745.6837,590372.1075,612543.7828,610564.1727
5971,8,1,0,34,2019Q3,2385,605382.505,587146.7561,603166.8895,597526.8516,612349.5103,591915.4508,616964.8428,585424.8018
5115,17,0,0,9,2020Q1,2044,619410.8469,602148.18,581544.9248,584952.5693,625100.632,617900.0974,593512.6773,595679.2124
25277,6,1,0,13,2016Q4,12871,612201.9233,620392.2799,573730.9932,592370.239,588490.714,592014.0557,607955.2242,579280.8783
12349,9,0,1,5,2016Q2,4879,569294.585,578196.999,593891.9496,620638.4952,576168.4145,600951.7944,585110.3853,590706.2926
18806,6,1,0,0,2017Q1,7794,571479.0786,627324.8684,623030.6848,605728.1048,600952.9087,591122.2298,618333.5835,570234.3884
21656,6,1,0,8,2019Q2,9683,606858.0105,622706.2119,622472.7145,614317.3485,578108.9501,623727.5419,632272.1076,605121.8302
18779,6,1,0,30,2019Q1,7777,595298.5484,572277.4061,585567.3809,626130.7011,619475.7318,618284.4792,666942.8155,599235.1945
25447,8,1,0,8,2020Q1,12933,595782.08,582341.7683,592126.5318,617051.4883,581165.5234,592250.8844,631050.1987,579268.8899
17840,11,0,0,4,2017Q2,7281,577287.3382,588909.1923,590648.2928,619114.0678,624460.7323,592782.115,624034.908,587903.5387
3241,8,1,0,4,2019Q4,1279,573443.1697,615207.8708,573321.8202,593684.0832,603430.9321,585444.2283,628275.4519,619205.1253
21260,5,1,0,4,2019Q4,9376,622266.3689,570324.9622,575912.5142,582929.1213,594488.2282,581749.4083,622178.9417,568924.1325
0,7,1,0,0,2017Q2,0,592690.4834,574223.7269,612122.5165,579310.181,618894.6596,603082.2689,592374.2988,623659.1015
23,7,1,0,8,2019Q1,12,604011.4663,587837.0924,576007.6609,628220.9818,615316.5046,603157.6032,608088.1295,588894.0715
27706,5,1,0,2,2017Q2,13823,626144.7768,594167.5466,574071.1994,605423.1577,573653.2386,583999.5137,589803.1526,596606.9442
17175,10,0,0,0,2020Q1,6942,612571.5106,628027.3813,590441.7417,586049.8364,625334.3707,575666.4561,621647.893,625761.9947
25481,6,1,1,5,2017Q1,12945,620203.4805,574841.4618,584639.1403,592309.0457,627641.2248,627665.4137,623067.6627,573556.4208
24778,7,1,0,90,2017Q4,12670,594464.7874,601655.1018,609127.3218,575323.7295,601200.9609,589292.3861,622181.2676,598589.3789
1280,4,1,0,12,2017Q1,506,597389.0861,613243.2181,620715.0192,587343.661,598493.9593,619126.2356,571288.9347,568729.3551
23304,9,0,0,66,2018Q2,11260,592771.7713,574608.3246,579593.3034,609532.4199,598885.1775,594766.6184,627453.132,611748.8345
20451,7,1,0,34,2019Q3,8824,604029.3413,589052.1777,592370.5236,605071.8721,568611.0357,609438.4473,608945.9041,591798.772
1865,5,1,0,30,2019Q4,735,614609.825,595918.8451,619071.4031,597489.318,587875.4096,611434.7923,630959.6423,586517.0424
19307,8,1,1,5,2017Q4,8078,626230.1691,627508.7645,602806.4947,581392.2889,626046.1867,590069.2383,580462.4942,615949.7316
27356,6,1,1,5,2016Q1,13668,573589.3134,573110.8133,598040.72,620768.2627,581073.2992,622658.5429,595969.2601,585301.7841
5227,4,1,0,21,2017Q4,2087,614087.2167,573380.9025,605458.6508,599635.4392,591809.6234,575359.1445,580500.8206,589219.3854
4417,8,1,0,12,2016Q1,1768,589724.2949,607157.2685,579747.416,597325.0281,569656.1365,583073.1747,579024.1725,572712.0479
21910,8,1,0,12,2018Q2,9897,601937.6654,570534.3993,588129.2768,620020.4611,601442.6129,612068.379,604379.2778,606930.1131
20096,17,0,0,16,2020Q1,8567,619144.6498,595024.3781,570049.1176,579819.1612,605509.6002,598964.8948,596854.8997,611838.8798
10522,6,1,0,12,2016Q3,4207,574817.0693,624633.7258,597923.2074,570840.9673,619177.1662,622175.1543,583649.9899,616270.4817
20501,7,1,1,5,2019Q4,8866,615759.1404,613499.0998,627091.7239,608260.5963,597368.4132,623859.1754,577172.0597,603913.7039
12491,10,0,0,28,2016Q3,4931,616267.0174,576485.4809,618310.9756,594456.2096,579018.1967,641705.306,640631.9392,616297.5971
5075,8,1,0,4,2016Q4,2026,585561.3415,611187.0967,571735.2031,601295.6094,590722.2248,615617.2326,630104.1794,617971.8011
23154,7,1,1,5,2019Q2,11095,591389.7313,604985.8328,589832.0361,602382.3885,622235.3538,611778.2897,602780.4753,578667.3886
20397,7,1,0,11,2017Q4,8775,585003.9375,585534.2961,601056.2587,586769.7926,624623.8654,593876.5388,585205.9597,583954.5524
2034,5,1,0,58,2018Q1,798,592529.4146,625357.1055,578377.2117,613391.7479,608239.0639,583473.713,593597.6329,611994.7675
17178,9,0,0,0,2018Q4,6942,591940.4678,615432.2687,572015.0595,612400.5221,590195.3574,627927.3332,607356.5735,610871.2
26916,6,1,1,5,2018Q1,13470,581743.6619,594651.3371,586969.0745,621844.921,589526.0392,624797.2901,600296.3106,621711.2264
7813,7,1,0,19,2017Q4,3113,585492.8074,598607.1958,589930.972,606857.5836,569930.1934,603166.4323,594564.6503,583415.7208
1527,9,0,1,5,2019Q1,605,589843.0595,597813.2824,586135.1199,618247.3818,620932.2512,616976.8922,587412.6843,578778.7009
22450,5,1,0,26,2019Q3,10368,618273.436,609244.0628,593907.7092,623690.5824,610788.5638,618620.0273,651065.0619,592268.4355
20335,8,1,0,21,2020Q1,8727,608320.237,582503.8213,594769.3141,571515.9983,620123.1113,605178.0336,587858.4236,627053.4442
27463,6,1,0,12,2016Q4,13719,574008.3742,596435.9512,617600.6592,606626.3945,588346.7808,576652.4718,602093.333,601677.8983
7284,3,1,1,5,2016Q2,2894,599141.9217,595570.7103,600235.9507,605232.5253,591553.6308,596360.8321,621970.9857,596424.419
6710,7,1,1,5,2016Q3,2682,618230.5259,581984.1726,614710.2961,625108.1483,612008.0688,620484.3158,631492.1336,582433.0784
7134,9,0,1,5,2018Q2,2836,618018.8312,624373.7684,614586.6348,580581.4613,610578.0845,568664.1848,582774.2135,623984.9042
5847,10,0,1,5,2016Q4,2327,598003.0829,621453.8347,580405.3337,605713.0939,573750.0289,619806.7552,605570.7075,596123.4053
14839,7,1,0,13,2016Q4,5843,604462.4886,585395.0937,588705.0425,570252.0457,613493.8956,611363.5511,624295.4002,596834.6368
19288,9,0,0,12,2019Q1,8069,624742.3745,573422.2759,585622.4193,610011.7974,608121.6258,582012.5366,573142.093,613683.0332
26775,6,1,0,19,2016Q1,13421,628629.0369,623840.5845,612370.6385,611741.506,587434.1231,581274.9818,623022.6092,608848.2461
25285,9,0,0,4,2018Q3,12876,600211.0243,604270.8499,594703.1119,599535.2662,588321.7445,597676.1951,575250.3257,621926.4769
24621,6,1,0,12,2016Q4,12621,612086.2051,612152.7124,607294.2524,588037.0901,624903.4518,627865.1702,604362.0052,570608.7229
20321,6,1,0,35,2019Q4,8715,596101.5157,605997.8263,584305.8703,604217.1031,590918.5825,592529.2438,621451.9079,610704.4534
15783,7,1,0,12,2019Q4,6271,586618.8322,612517.5974,590380.0165,619616.3434,622009.8196,586835.1447,616935.5608,580750.0114
21261,6,1,0,4,2020Q1,9376,626887.7699,600739.6105,598426.6172,612200.0451,593833.3101,624830.5825,580921.2031,611438.3471
2624,6,1,1,5,2018Q1,1041,589234.2653,599966.8873,588789.9517,582370.8186,580067.145,585620.3224,587071.8827,623923.5471
11669,8,1,0,0,2016Q1,4638,582481.1533,594747.7272,597513.9166,621732.596,598470.3377,580686.0549,610702.0377,604939.2912
27078,9,0,0,12,2015Q4,13542,590436.8611,615526.8436,610970.968,581876.6535,626748.9255,612329.4061,603365.4333,576510.3416
4317,11,0,1,5,2018Q2,1733,568933.2401,586264.4438,603379.0024,625323.1903,597062.9765,603690.2445,575217.5513,598188.2139
1488,8,1,0,43,2017Q3,588,611454.0581,628855.7319,626451.108,611415.2782,616960.104,581991.7447,588273.2068,615507.8128
11649,4,1,0,11,2016Q3,4630,602387.8399,599019.5035,590184.3902,623404.2925,597071.1066,580370.7448,626976.3938,579824.3148
3749,5,1,0,2,2016Q4,1487,581961.7754,594863.1737,593341.8215,596584.8709,654309.0704,618752.3552,619336.6207,571637.7986
16026,4,1,0,30,2020Q1,6378,596477.6012,570979.5518,617919.8555,620051.4303,604107.0056,613737.6637,586785.5704,620943.4358
20046,6,1,1,5,2016Q3,8536,580725.6966,597868.9753,593843.8926,627335.9664,592728.7273,581618.9433,612591.7702,585975.3736
3740,6,1,0,2,2018Q4,1480,602762.6865,627651.2172,577592.166,597807.9817,612145.1419,594667.462,570861.1473,596830.605
9885,5,1,0,4,2018Q1,3964,624986.6322,596323.2924,583420.2531,598901.3581,602218.4924,579274.1652,617297.2972,580290.991
24157,8,1,0,26,2020Q1,12328,578735.7407,608997.89,623451.1919,577424.3363,588935.7287,572322.9364,583705.812,621410.8095
15233,5,1,0,12,2016Q3,6005,624392.5708,572981.4021,584764.9897,571279.1861,624269.3062,604662.5715,573091.4332,611962.7959
7836,7,1,1,5,2017Q2,3123,588287.5018,576124.8872,586077.3029,572760.1558,579064.9992,622046.9708,612944.1949,585249.6386
24466,7,1,0,12,2019Q4,12565,616074.5438,572152.9269,573450.1051,613690.4104,578440.215,624240.27,606264.9136,592949.835
9187,9,0,0,1,2016Q2,3679,569273.5088,625924.2432,612347.3759,581147.3817,581568.3563,598368.6989,594887.225,613903.6785
12556,3,1,0,13,2019Q1,4962,626795.3988,626622.9291,575442.0679,615339.9094,583478.6154,634485.0798,624342.0663,590707.3631
1994,8,1,1,5,2015Q3,781,589191.8164,586216.3005,590646.446,611804.5718,577725.8195,598580.1222,588886.6186,578787.9005
26958,13,0,0,12,2019Q3,13489,614994.2417,615337.866,624712.8943,570088.153,607255.6778,600339.4164,625738.0937,597748.2847
22931,7,1,0,26,2019Q2,10849,616820.1825,614436.4474,574057.1156,570587.4038,628079.7024,574708.8469,613641.4755,593323.5781
21757,6,1,0,12,2020Q1,9764,609994.9004,588153.1702,586632.6448,602571.4062,575642.9616,617887.1779,612211.5042,581580.9591
9952,5,1,0,33,2020Q1,3987,625661.1172,579378.9666,579065.9361,622912.1594,630000.4115,605046.3407,570271.7141,602215.7279
17317,7,1,1,5,2019Q3,7018,588015.0891,572480.868,617572.441,612367.7913,575261.6193,613733.4353,602589.6542,588521.1591
23842,7,1,1,5,2019Q3,11890,594925.6232,621725.9759,577764.3916,617535.2914,603469.7364,626837.0956,590615.1352,575644.7298
23966,8,1,0,12,2019Q4,12051,574107.593,623624.9945,610116.7825,587747.8124,573805.1022,584223.4839,596559.7224,617411.711
1230,6,1,0,12,2019Q2,482,579946.2851,597569.2253,577933.7114,614159.9865,577662.0316,598413.4926,579615.9519,625933.4182
9079,8,1,1,5,2015Q4,3643,605200.8172,604481.2727,620487.3044,621937.7004,595301.0724,578310.8931,604004.3365,570220.5406
2978,6,1,0,34,2018Q3,1186,614336.8408,570617.0304,600683.2937,592936.2687,572297.6391,594774.6784,593018.5639,573122.6058
467,8,1,0,20,2019Q3,202,607479.0887,612659.606,577563.8633,619961.813,576736.6482,604034.3669,571620.0551,577630.141
19111,8,1,0,66,2019Q2,7964,609295.0676,579794.7932,612254.7402,619627.3251,612015.6354,623816.9164,616900.701,583876.1437
20408,7,1,0,26,2015Q3,8788,604444.2729,591950.6731,632167.4971,593343.7298,609218.7698,613691.2647,651029.3123,593150.4147
18897,8,1,1,5,2019Q4,7849,611803.9174,568776.0525,618651.3087,612405.9369,591416.249,619140.2254,584318.4547,586739.7328
