,risk_rating,Self_exclude_flag,Country_Code,BR Code,Period,Client,Variable_1_Y1,Variable_13_Y1,Variable_19_Y0,Variable_3_Y0,Variable_14_Y0,Variable_22_Y1,Variable_22_Y0,Variable_2_Y0,Variable_9_Y0
14018,3,1,0,42,2019Q2,5508,621073.749,621771.0717,576452.491,583746.6834,569670.0373,597450.326,586660.129,641237.1126,598589.9044
22439,8,1,1,5,2019Q1,10356,584216.5976,586911.0233,610321.315,600781.2878,622241.3209,576846.2956,601596.6306,595895.83,630803.3727
4529,5,1,0,3,2020Q1,1816,621336.8191,587420.8803,628747.1711,571898.7517,620579.3527,615696.6089,580565.4533,608584.5894,624117.6977
1260,5,1,0,19,2017Q3,497,597909.3668,580490.9126,608055.0769,596197.1339,585174.3637,585489.3348,628237.6815,590715.1455,611285.6225
17945,8,1,0,0,2016Q3,7336,613228.8408,626423.2053,607170.023,590073.4984,574730.4608,623035.8029,605256.8747,575435.8256,578237.1043
9763,7,1,0,19,2017Q3,3921,617970.7004,574252.2823,579940.0678,598569.6352,604948.5383,623500.216,627281.0825,578793.0547,585479.0591
16791,4,1,0,12,2019Q4,6744,569062.648,584032.8401,571269.5514,592758.3002,605443.6861,601046.5688,621887.1955,580108.3398,578803.1376
27191,8,1,0,11,2019Q1,13598,586921.9073,620079.1918,614207.4704,568791.5646,626149.0227,580387.0218,591086.3634,632292.3875,584939.9004
2314,6,1,0,11,2016Q4,914,626620.2939,623609.299,614595.9341,601814.5492,611591.5846,572647.9358,601726.422,602496.4419,581070.2265
22011,8,1,0,0,2020Q1,9989,625373.6809,625292.2949,600547.3335,623857.5292,590902.6581,609244.1815,610333.3441,589930.6614,590145.3097
11301,6,1,0,58,2015Q2,4483,621830.2607,590609.1106,698237.8703,602488.6636,641198.7188,645632.3858,606482.6883,679454.963,652222.3344
13714,6,1,0,2,2016Q2,5385,596891.8818,603149.8198,575887.5784,603338.1752,603271.3933,593429.6108,571275.1403,573733.3011,627169.1202
2322,7,1,0,2,2020Q1,920,611372.0516,575837.335,588794.4583,576837.667,599517.9801,590686.648,600038.3597,610082.8239,610585.9491
23587,8,1,0,12,2019Q3,11574,582610.7423,596230.6983,596104.7276,606492.1419,588186.4211,618132.1773,573844.9208,601521.4811,604835.9324
22047,7,1,1,5,2018Q4,10020,591805.328,585712.2802,603307.9679,573600.0439,572455.7532,626661.6755,616311.4207,573511.7867,614328.9693
2338,5,1,0,25,2015Q4,925,608742.2399,597290.6674,615633.7188,626591.5233,593682.1741,578455.2825,619522.8274,617072.8938,585044.7451
11412,6,1,0,44,2015Q4,4528,632124.5214,608952.1352,649450.4708,572892.0871,627279.6964,632200.7417,615164.7009,951635.2014,648898.0897
24487,8,1,0,21,2015Q1,12571,605159.9954,569396.3483,573014.5604,629541.9847,592437.3954,589028.4586,611314.2846,581388.2101,615185.7352
10554,7,1,0,12,2015Q2,4217,579399.6903,613862.3069,629376.9616,581594.5021,588176.909,621866.6087,574661.5311,595959.9761,628522.8969
6838,13,0,0,0,2015Q2,2726,610352.6604,595986.0845,607458.315,596694.3121,594780.3097,611426.2759,611006.0746,618070.688,572993.8408
8669,6,1,0,4,2016Q2,3463,594587.1034,602700.863,611244.3857,583499.2618,580956.7787,593912.7838,595894.8831,621529.6913,610070.4921
8429,5,1,0,18,2017Q4,3367,616913.1267,587162.6953,585109.7341,602097.8369,583352.5139,580511.2467,611906.7898,616566.3,616265.7484
4656,4,1,0,34,2019Q4,1861,615612.3056,590924.8744,617776.3323,580297.0203,588223.8507,572897.4974,588313.0758,607019.0944,617009.2642
511,8,1,0,36,2016Q4,214,584333.1273,594777.5066,591462.4408,618626.8323,621637.2696,615787.1847,614666.8675,595904.6468,579988.4439
3625,6,1,0,4,2020Q1,1441,623194.7438,582773.9553,582888.6346,578759.0846,619466.4591,609354.6029,620078.8215,600808.8432,571573.4005
1437,6,1,0,20,2015Q3,567,576393.0203,622399.8811,602649.055,626318.7998,594411.9217,568757.1094,614927.4967,577454.6684,580218.0982
14458,5,1,1,5,2019Q1,5684,589159.2308,612768.5212,613953.0856,636431.1461,577313.9898,625003.837,576189.3001,644265.1023,606430.9766
1862,7,1,0,28,2015Q3,733,592819.8852,590641.2158,595709.2514,617552.8188,582182.6353,616073.486,613852.3943,572218.5317,594789.5489
27558,5,1,0,14,2017Q3,13756,614149.9122,600802.7494,599825.374,581173.7869,640696.6462,589623.7399,598182.1259,631524.7875,607427.9207
21741,8,1,1,5,2019Q4,9750,609074.6916,617118.8731,599666.9484,571969.6884,606316.3072,608940.5505,590462.5864,594000.243,603986.1262
10590,8,1,0,33,2014Q4,4227,606191.6973,571273.0625,615638.9311,620324.1492,599434.8912,593764.6056,597443.659,616810.0808,584263.2756
11202,6,1,0,20,2015Q1,4444,626103.1037,575055.4378,611371.8057,610603.6804,585805.117,604520.5981,604500.0085,626414.8699,590258.555
23045,4,1,0,12,2019Q1,10981,581424.1138,581919.8734,595739.7181,583719.6474,624971.194,576775.9055,581651.5775,608658.4185,624570.469
6249,6,1,0,8,2016Q1,2499,627829.5758,587645.319,623508.294,604599.3387,604504.5166,587766.0876,628234.0878,602855.6025,602745.4007
7448,7,1,0,21,2018Q1,2963,591421.64,604514.857,611730.2029,624396.8725,601671.2761,615033.8334,608771.2866,637295.4933,612516.9699
17901,7,1,0,0,2017Q1,7316,579697.8005,610178.1023,606421.3494,581472.0071,582499.1733,621959.1794,624902.7804,580198.7296,619877.0182
18182,6,1,0,2,2019Q1,7458,585936.1816,580540.6286,588014.2799,611503.3525,600444.0095,610481.7031,590643.8137,624684.0051,593509.585
6201,6,1,0,55,2016Q4,2479,595343.8048,616086.7159,622143.8886,580095.3878,575181.1976,578066.8277,599937.4163,620149.5357,573551.4152
21185,7,1,0,24,2018Q2,9317,581556.629,626184.377,625812.2896,608807.1928,584290.1769,625685.0334,574664.3673,607573.2267,578425.057
1216,7,1,0,4,2020Q1,476,619429.8081,624101.5287,620886.3752,613206.3255,620224.4103,599993.127,605385.0342,721857.0655,581949.6987
5848,10,0,1,5,2015Q4,2327,569458.0984,625353.3232,613600.1768,608672.7915,623672.8047,574908.091,577241.0689,595132.6238,578282.7909
7675,5,1,0,35,2016Q4,3067,573422.4341,582517.9601,578829.4596,594141.904,615636.338,581841.9019,575122.0429,619482.0938,622134.8443
19031,8,1,1,5,2017Q2,7917,596784.3847,576996.7218,580695.7037,597124.3408,587491.2184,613460.6787,588002.1856,619269.474,617887.444
1954,5,1,0,58,2017Q1,766,617915.175,584204.4073,598729.7967,605415.2361,611207.3249,597763.7227,608998.1366,617132.1434,615459.1848
20537,5,1,1,5,2019Q1,8891,581762.2071,591724.6573,623209.535,604235.6154,621031.2539,591761.402,577876.1151,629143.6048,610597.4693
4870,10,0,0,11,2014Q4,1948,581501.0106,618765.4794,594812.9001,571404.0268,618995.79,572135.6247,607105.2891,570770.3359,616443.4968
11415,8,1,0,21,2019Q1,4530,576885.2745,618193.2656,585357.6108,586899.2669,602595.3693,622079.0384,579310.9865,612124.9792,583058.3316
28004,7,1,0,12,2016Q3,13939,623355.5016,573689.1342,601902.061,572285.3979,605198.9581,618074.5464,568993.9056,633276.3608,601059.3239
19557,7,1,0,12,2018Q4,8235,618785.7331,626832.4598,612145.8735,592800.4534,627623.6322,597243.3938,593435.0461,580662.6528,573437.3435
3177,13,0,0,11,2017Q1,1253,586065.1433,597926.3009,570062.1878,596278.1843,590384.0346,617242.9084,584356.7854,603755.579,593636.5937
6417,7,1,0,25,2015Q3,2569,586609.0052,619937.6698,570934.956,590682.9444,570158.5418,582634.9426,605075.8793,578830.1263,591089.7392
77,5,1,1,5,2016Q3,34,611560.5514,596146.6622,601915.9765,572965.2285,621303.7058,612044.1793,600045.3496,574692.429,595561.2578
9164,9,0,1,5,2018Q4,3669,575539.2465,605312.6991,594755.4638,603501.373,622384.5332,571968.2975,607167.1925,619049.6091,618215.2779
3835,8,1,0,8,2014Q4,1516,580873.116,617101.6222,602496.2792,598102.1942,625260.302,598801.086,602962.7713,581285.3701,576139.2875
565,7,1,0,20,2019Q3,239,616978.5476,615066.2754,579424.924,615044.7823,571551.1449,607013.3139,610770.0707,581992.5175,630287.7149
8892,8,1,0,19,2015Q1,3552,588212.0124,591603.3863,583907.6335,620884.2825,603051.0795,583396.54,597772.4608,617456.3752,606373.1333
18577,7,1,1,5,2017Q3,7674,602259.6021,621945.4215,604891.8601,569522.7602,574060.7884,573234.8509,575136.7794,601235.175,606406.0371
7559,8,1,0,4,2017Q2,3007,621245.9913,599651.7815,624120.9382,610060.8294,604744.3176,610516.3114,572074.6253,615975.6533,613180.9314
21725,5,1,1,5,2019Q4,9733,605402.088,578177.8688,576507.5402,586044.3264,591697.2337,591523.9048,586331.047,644325.6486,572167.8939
6550,5,1,1,5,2019Q1,2615,602922.478,616725.4192,586291.4647,583179.9507,590477.4744,613291.181,594096.6107,600938.3114,595180.8095
3612,3,1,1,5,2019Q4,1435,609637.7887,600711.6391,588229.6729,573590.2728,604032.4818,609446.3744,609287.5638,583320.9093,622420.6196
22402,9,0,0,26,2019Q2,10320,627788.5349,583406.6283,604340.4762,605381.437,596596.3459,601134.7944,610108.3506,572646.2785,597374.6608
11596,7,1,0,4,2019Q1,4610,614147.3697,604269.3341,581430.8052,587328.4749,577719.347,601013.237,628970.4271,622557.2027,592485.8277
26392,5,1,0,12,2016Q2,13297,583904.4488,580812.053,590044.3514,580027.1375,585218.2492,571770.2791,587079.507,589007.1871,570098.7125
10771,5,1,1,5,2015Q2,4289,584751.5835,586019.7768,583692.6168,623172.1978,598566.3071,572195.3978,578135.0419,622206.2686,576367.2084
1949,9,0,1,5,2015Q4,764,583394.8977,609981.1843,598428.6132,592477.8099,579598.4065,595946.1057,622266.2662,621986.3075,599670.5922
24071,8,1,1,5,2019Q4,12212,580720.0076,623447.335,619871.5126,626793.6572,602051.7018,626215.8164,595955.832,620351.4581,613442.7235
26863,5,1,1,5,2018Q2,13456,577045.4201,574970.2432,621416.3571,607201.8934,579319.7141,581038.7283,606010.9795,603647.0982,589172.2519
4967,7,1,0,21,2017Q3,1984,612813.272,607153.3871,618109.6745,610055.2966,608476.91,598174.645,575940.2834,626589.071,627763.9538
9370,7,1,0,2,2018Q2,3762,600232.6157,608286.2122,576206.5461,604170.6029,599609.5922,576703.2009,599800.8897,627932.8327,619070.4194
23565,8,1,1,5,2019Q3,11555,620937.7769,607017.897,607290.3338,625953.9182,583285.9219,613917.1625,601940.083,610909.7079,606465.5225
22637,6,1,0,26,2019Q2,10558,580187.8289,590375.7617,576441.4525,608535.1384,608030.5773,623226.5166,595907.734,591703.5172,625758.8542
17210,7,1,0,0,2016Q3,6959,572907.9928,601951.2148,595628.936,620605.1895,621105.112,593941.0425,598735.5614,587145.0881,622025.2152
21357,7,1,1,5,2018Q2,9455,607988.2263,626601.4689,603601.611,601059.2143,614057.7589,628574.5539,598693.1657,604384.9602,598879.8716
24916,6,1,0,8,2015Q1,12724,620285.5484,611054.6541,622529.9101,597249.1881,630418.886,627866.8789,610017.5156,597562.5545,605825.3361
25084,6,1,0,96,2019Q2,12787,578711.9318,577859.7466,626789.0304,604564.4043,617437.7658,621886.6654,599551.7252,620108.9735,616429.3196
6494,11,0,0,2,2016Q4,2592,605412.8948,581002.7073,573923.0297,570899.3536,614940.297,576223.573,624866.9943,575551.4263,612345.932
7429,11,0,0,67,2016Q4,2954,598397.1107,582824.9577,447957.4417,694008.0307,631681.556,547412.2345,560701.639,805935.4689,538739.6058
23584,9,0,0,19,2019Q4,11572,574692.9742,598209.6096,574679.6371,614612.3113,583776.4112,602659.8995,614816.2423,625646.422,576036.7736
6301,6,1,0,4,2017Q1,2523,570898.3712,620723.113,605070.1956,604294.773,617001.8972,627576.0388,588213.5569,619168.5197,612602.8575
7533,5,1,1,5,2016Q2,2997,601787.6815,621868.5172,578412.0242,580226.7202,607722.5227,594433.6626,605285.4923,629464.7608,593194.5702
22802,6,1,0,26,2019Q4,10724,623103.412,588028.7854,600830.9747,619531.5604,615528.4654,572020.484,614007.1732,573932.1242,582937.8195
8871,8,1,0,0,2017Q1,3546,624343.343,607748.0166,608673.5288,602529.6382,627001.8143,595193.9882,601856.5665,629680.3227,576087.72
24288,4,1,0,1,2016Q3,12505,601318.9267,596938.2524,569226.839,584012.1859,615070.0015,607335.1736,602521.7166,582363.3982,618625.2384
3458,8,1,0,12,2016Q2,1366,619906.0376,597826.4468,610279.221,594260.9603,577965.7638,611206.9974,578158.6307,579789.056,623416.9418
23868,8,1,1,5,2020Q1,11926,575050.6675,617825.7526,591088.0525,594037.4052,611496.2456,579802.2928,603300.7314,594745.5912,615961.4931
10170,6,1,0,4,2017Q2,4077,593127.9521,626144.0501,600639.0326,593441.2256,597205.6823,592840.292,610208.7156,625316.7866,570291.5389
5400,4,1,0,12,2016Q4,2154,584683.2461,592206.8845,579965.4962,625588.3234,617876.3913,577107.4918,621720.6857,620284.5654,577292.3574
25747,6,1,1,5,2016Q1,13044,593833.1366,595554.2336,602421.5836,588539.3851,586937.5385,605670.516,585716.353,596369.2994,619614.9531
2290,6,1,0,32,2015Q2,908,597339.6927,597637.1423,618285.7316,608188.2175,613533.0017,595422.5529,625365.3823,648946.7534,631198.697
11654,4,1,1,5,2015Q3,4631,592546.7019,626639.0618,612021.6659,593865.2558,599455.7582,584130.8808,626233.2553,574865.6532,627902.224
18265,6,1,0,12,2019Q3,7498,628008.4956,616226.9192,612040.1747,611888.9247,627034.2228,620107.9284,604217.8653,627920.6217,603470.961
25389,6,1,0,8,2017Q3,12908,627069.0996,606240.3187,585754.2994,574882.7632,579892.9462,583919.9841,614862.8176,616314.7864,592651.1526
14731,8,1,0,51,2016Q2,5797,617798.2061,572939.9042,575020.664,592101.3316,586456.9335,586628.7688,605625.2249,602218.1846,623418.669
4944,7,1,1,5,2018Q1,1978,627933.1023,612662.8266,599511.8779,631177.775,588667.5712,579257.3217,580369.763,606957.851,613654.4059
7435,7,1,0,14,2016Q4,2957,606519.9026,613816.4537,571060.1544,600016.6512,595358.5888,597309.777,606508.5961,604511.8914,592744.5489
4668,7,1,1,5,2016Q2,1865,624038.8804,574168.9113,590044.4861,619091.0871,589323.2608,586739.8524,591797.7323,591933.5574,626889.5792
22724,6,1,1,5,2019Q1,10639,590645.2666,604835.3845,594460.8573,591645.2293,578224.4444,595514.9107,608759.8443,585898.6247,610096.9609
2010,7,1,0,0,2018Q1,790,604667.6582,620163.5633,613310.7116,583138.7328,614146.5636,607613.1313,622931.6133,630472.5683,603822.7925
3570,6,1,1,5,2019Q1,1417,593395.501,592641.4944,590543.3216,591844.2733,589545.0828,583706.0115,626761.5147,635207.0859,611849.0513
16881,8,1,2,34,2016Q1,6786,618372.9293,612483.7236,649576.3209,642453.2056,626321.6817,613742.1143,584191.2447,694261.4847,678512.9221
8074,5,1,1,5,2019Q1,3217,583803.8713,593343.6992,621443.372,587244.2145,577999.9762,620860.9617,574299.9912,590341.7103,590074.7329
7769,5,1,0,2,2016Q1,3099,573575.0687,575746.9535,593595.8626,607823.2365,597545.8273,589778.2902,574111.524,619425.0225,597252.4994
10421,6,1,0,32,2016Q1,4168,622884.7425,610892.4459,599976.5597,605296.5515,614421.3703,578554.2576,608161.7324,612218.5188,605711.5999
16834,11,0,1,5,2019Q3,6763,628090.8241,573907.6597,610721.1319,594345.0056,596399.4631,612578.6107,577380.5051,629819.3876,626847.1013
22759,8,1,1,5,2019Q2,10681,598825.4559,576867.689,613304.2041,595930.9644,622286.5236,601098.7027,583662.6884,574117.4523,627921.8396
10473,7,1,0,12,2016Q1,4188,596589.1764,614866.134,589080.6619,610632.8369,599327.2526,624408.5367,580922.3495,631920.1518,586416.5508
1668,7,1,0,13,2020Q1,659,587061.8981,618769.7956,612208.3208,590820.6812,575944.4323,624837.4042,573863.9768,617681.9298,596778.9748
7654,4,1,0,19,2020Q1,3057,571151.7181,628495.286,583715.2906,573738.2181,616705.3132,611217.6004,601680.5449,609594.818,619905.3552
19537,8,1,0,53,2018Q4,8222,615285.3648,599048.2621,590480.1777,627020.1611,621317.9975,600147.8731,617971.0514,617975.0777,590614.1023
13455,5,1,0,30,2018Q2,5281,619869.1032,601576.4839,623648.756,591940.661,606582.998,615459.2882,598761.0067,626364.1233,578121.9403
532,6,1,0,11,2018Q1,223,598876.8997,603923.0663,597391.1533,615114.2774,594171.1237,610580.9908,624414.0456,621172.8082,613851.4273
3110,7,1,0,4,2019Q2,1233,575221.9639,593763.1181,595493.9815,598774.8083,606015.3861,584309.3692,583088.049,572757.1658,571865.4815
22392,7,1,0,26,2019Q1,10314,603464.1546,612648.2978,569788.4745,614537.8226,605669.0372,588397.3998,618878.398,601474.5779,590709.0818
5426,6,1,0,3,2019Q3,2165,583636.2074,590613.1734,625089.6307,610866.6156,598660.9486,611049.3421,582881.3894,579812.0849,607363.9675
10528,8,1,0,12,2015Q3,4209,583524.179,580786.7658,595964.2837,620816.0984,608733.7169,625148.039,609713.3822,607155.9213,623588.4663
26604,4,1,1,5,2019Q4,13370,606892.8163,599029.183,612138.2214,620655.5282,617900.8377,605016.9674,581464.5922,616278.6184,586440.3665
6535,10,0,0,2,2019Q1,2608,574629.1122,588303.5431,573001.1522,583923.8772,587743.1256,600388.1215,584835.7074,607467.7592,616164.7561
784,6,1,0,35,2016Q3,317,588252.476,583654.0124,608288.8171,623921.1867,614588.0926,616589.6467,570586.002,595893.9088,575699.1177
952,7,1,1,5,2019Q1,378,618060.6781,607122.0087,607396.3864,576891.7355,606386.3605,583050.1232,569248.1198,625976.7682,573725.6251
24918,6,1,0,4,2019Q4,12726,617447.5608,611308.1752,610681.836,593291.9271,613531.1535,595652.9115,617374.6717,612385.0457,602725.7125
7414,9,0,0,4,2016Q4,2947,607366.4794,599956.5081,574198.3351,577195.4847,621912.5857,602212.7287,606592.52,627415.7808,604410.8179
20514,4,1,0,12,2019Q4,8877,614989.1234,615417.2742,607871.7713,589435.7868,574837.8073,625771.4123,578802.4252,605263.6095,585177.3957
7389,8,1,0,12,2015Q4,2937,569981.713,616068.5761,600852.4615,573663.7701,596250.6363,626261.2931,574385.5976,619432.5231,573244.3386
10470,9,0,0,42,2015Q1,4187,610304.5743,601569.5187,589762.1739,587198.6769,578526.5065,603413.9329,598179.6557,577350.8156,629511.6527
4242,9,0,0,23,2019Q1,1698,618812.0595,583528.1954,626002.4709,617370.261,630366.9813,593217.5775,588872.3957,587266.3833,621134.0228
18747,9,0,0,12,2015Q2,7761,610729.4997,575661.3447,581237.241,622595.9762,618048.2361,597220.014,579839.094,613366.7534,579762.7628
27641,4,1,0,51,2016Q4,13793,596790.7168,614393.6916,629035.5492,612974.8817,596758.1493,585594.318,606044.84,619716.5389,635573.4789
18012,6,1,0,4,2014Q4,7365,578540.2548,627637.3872,579635.8238,623573.2786,602358.5825,627380.2509,574778.7417,579279.8681,605491.4313
5180,5,1,1,5,2015Q2,2069,623410.9021,589689.4694,596461.8073,582347.1733,611559.0234,606103.4675,608404.3859,623789.4046,577771.3797
15391,8,1,0,2,2018Q4,6078,608823.3273,626587.9317,566872.9777,609379.4446,621214.4163,588607.0976,581375.4098,644680.9235,605971.8432
9178,4,1,1,5,2015Q3,3677,596299.6246,595051.8087,599850.7807,578412.2541,624159.2819,595582.1829,602861.5923,588733.9115,584363.965
20032,9,0,0,33,2017Q4,8528,627413.4021,610537.7532,623877.4353,639714.705,594745.4645,573813.288,629118.0738,645289.7718,616260.7202
16267,9,0,0,21,2018Q1,6478,613229.2177,612935.7766,627357.7035,630163.3818,602822.5374,627637.1537,610211.4091,616840.7145,601368.1542
20534,8,1,0,2,2017Q4,8888,587664.0843,607344.9172,628546.5862,583415.0321,603214.7577,590738.1469,582555.5843,597157.5722,579527.4014
4219,7,1,0,2,2016Q3,1688,599984.0468,597535.6814,585796.7366,571097.8704,577762.0406,623207.6984,617717.9122,608726.5592,578987.1517
7951,7,1,0,12,2016Q4,3170,612788.4072,584023.3963,623708.9428,596604.5293,593767.1595,624375.9291,627723.512,595384.4922,593760.1872
17217,8,1,0,43,2016Q2,6962,616834.9669,603776.8845,606688.507,583745.6986,603779.8987,618748.6115,596979.4647,613074.3809,594135.429
27519,11,0,0,62,2016Q2,13737,571569.6781,592300.5904,620049.6885,602364.7775,598419.1909,617127.4409,585251.6425,614878.5072,629825.5909
23036,5,1,0,26,2019Q4,10965,580111.5201,597788.182,630431.0401,604181.9421,573938.9197,613066.722,609267.0749,592179.3421,626154.6966
4012,4,1,0,19,2014Q4,1601,611760.3465,623651.4738,591222.0696,607830.7162,628224.353,620196.7594,608279.2193,584726.5914,587525.9624
843,5,1,0,44,2017Q1,342,623170.4722,603603.9653,590372.9753,572215.5309,602952.4548,600183.9746,570289.8519,573373.5044,628212.8576
9186,9,0,0,1,2017Q2,3679,589415.9819,579460.6612,621665.0932,604922.9874,604841.8033,599744.4975,618064.321,587268.4848,628832.4163
26420,5,1,0,4,2017Q3,13307,620387.3843,593339.9827,632665.7071,627491.9052,607114.3895,580068.3837,628916.8469,622027.5563,619586.4636
7009,4,1,1,5,2019Q1,2787,581322.8202,576579.1683,594186.1177,608725.9714,583630.9897,608009.7824,625084.5237,600305.7038,586055.9987
23797,7,1,1,5,2019Q4,11830,604714.5117,594433.5066,587588.9104,619858.0453,569011.1163,613799.3777,615203.733,584495.0798,577949.5976
3734,7,1,0,19,2014Q4,1478,610710.839,605720.9956,606159.4461,622544.0691,593155.3335,571414.6441,579285.3816,603483.4286,607426.264
27531,4,1,0,12,2016Q3,13742,627584.459,576179.9722,588625.983,608897.1408,590199.6978,602353.0754,588196.3356,603123.2285,593623.935
19192,8,1,0,59,2018Q4,8011,571369.2197,602754.1814,586109.9422,576509.5852,627690.5775,579327.9422,590943.3533,628798.4015,596986.7464
16301,5,1,0,21,2015Q3,6492,617994.2585,618864.9396,585729.2035,618304.0947,611869.2635,617582.2613,621359.8835,627718.0625,573422.1232
2681,11,0,0,13,2015Q2,1063,588989.9812,606004.1995,613490.7355,616369.806,604717.2799,617475.2722,615504.0303,616087.763,598216.9518
11510,4,1,1,5,2019Q1,4579,574515.9732,590314.4055,574651.2599,617775.4037,597025.8072,605366.913,576943.6435,590192.9452,602400.7861
2860,4,1,0,12,2017Q3,1135,618092.356,613394.0403,601118.5931,575900.4399,608495.2867,588079.2682,601417.5283,611098.3978,614977.3295
23667,7,1,0,12,2019Q3,11668,604603.3023,608985.126,590793.6605,601752.2879,625893.8491,577153.8653,601389.0494,607524.847,587523.6595
2097,4,1,1,5,2019Q3,824,579599.7906,603230.093,626106.222,602931.006,599069.3701,603965.9579,623306.4437,626594.4514,620158.8855
7863,11,0,0,12,2019Q2,3135,626687.6355,585378.6602,611488.3571,618793.3476,582753.2082,596749.6378,580129.0821,570742.4216,596736.6535
4375,6,1,1,5,2017Q2,1753,604871.2328,611939.0839,600306.7218,623031.3213,612416.8518,606951.3372,603995.2505,621456.4031,594661.2517
4839,7,1,0,12,2019Q3,1935,575860.1933,608732.5588,628262.1381,598567.4296,590602.4236,582529.8978,574958.678,620412.7472,605790.4511
4158,9,0,1,5,2018Q4,1657,574114.6733,614253.595,613804.8504,616125.7062,614841.4063,624848.3125,618830.4309,574167.2788,612120.9377
28219,9,0,1,5,2019Q3,14029,613837.1051,603044.8618,574225.6665,595628.7787,617025.7521,575882.822,586873.3457,640469.0138,597395.5208
15755,7,1,0,12,2018Q2,6258,591465.9725,589301.964,612557.4775,615497.3678,614933.2648,599014.8649,624096.0519,629429.3726,615491.5983
7303,6,1,0,12,2016Q4,2900,586622.7838,622591.1672,629071.9449,569761.8806,612325.9995,598214.5838,608059.3914,573156.4837,569778.0536
14680,4,1,1,5,2018Q3,5773,621435.5869,575090.2577,620648.786,630473.1067,609218.6014,577674.5948,573082.3031,643916.5985,595401.0133
7869,7,1,0,8,2018Q4,3136,619650.6864,601583.3865,600779.9519,583241.4985,612224.7352,594538.1782,574674.085,611186.8322,595010.6993
978,8,1,0,11,2017Q4,385,586044.238,608808.9707,596534.0033,571593.359,612968.4287,586083.4177,577275.1499,617719.7434,577096.3441
23201,8,1,1,5,2019Q3,11143,613883.8149,592767.8487,619921.067,588158.4649,588004.5648,624398.2603,622565.2146,612195.1809,584151.2398
6148,9,0,1,5,2017Q1,2460,579900.3722,579493.5968,547362.8348,674267.7192,607494.4585,612456.3729,585405.2958,698867.8263,594721.7598
9468,6,1,1,5,2015Q1,3808,586645.6284,576054.6301,600856.8127,617673.5922,600205.3174,605035.2473,588446.3191,589738.8823,604969.184
22773,7,1,1,5,2019Q4,10698,612232.2939,586526.3467,623128.3353,572280.7021,603301.6358,589251.1962,571410.7199,594053.8678,605449.4605
15357,9,0,0,3,2017Q3,6062,579817.8076,576521.3429,584696.6384,593718.5282,606481.1889,627302.6321,572108.0913,571528.7063,611812.9124
16775,11,0,1,5,2019Q2,6733,597825.9317,583868.9552,586956.9742,608588.1184,581606.2199,603101.3723,574180.1247,591750.8194,585337.1552
25716,8,1,0,0,2019Q1,13033,626638.2075,624773.0275,614066.0669,572250.8839,605099.2566,606668.4934,600414.1751,601426.5458,571535.5528
10794,4,1,1,5,2016Q1,4297,626430.1334,586555.5007,576164.394,575736.0152,596725.9406,601913.7181,619327.815,601975.2641,588437.7894
19808,7,1,0,51,2019Q4,8383,612256.9354,569237.0669,604466.2367,609250.1215,599013.5373,608024.047,570459.8737,622975.2245,570544.5224
22147,5,1,0,26,2019Q4,10106,607359.7201,611875.4719,592801.9401,623558.4502,595436.7696,591743.6042,587267.2443,602475.0457,623946.9523
12561,8,1,1,5,2020Q1,4965,571585.3146,585349.6406,587137.5881,573781.1014,627908.6208,585646.6135,601259.4351,629377.7357,574323.8965
8681,9,0,1,5,2019Q2,3470,572862.4174,575723.0787,581415.6787,581419.7496,626707.4465,579166.6876,585729.1979,586410.3484,570446.4224
24716,7,1,0,9,2015Q3,12650,589545.7928,590476.1406,581742.2126,609336.6222,599995.0109,618156.1684,613826.3194,614781.6147,580539.8796
5944,7,1,0,0,2015Q3,2372,602084.3622,575069.1506,627249.1311,599115.5854,607933.0786,603794.9331,612641.1471,663222.8306,607467.1999
25778,4,1,0,12,2019Q4,13056,586433.9781,601653.7575,629122.9616,605922.3849,622187.709,611350.6387,589440.2044,588899.7544,610708.7586
22806,8,1,1,5,2019Q4,10727,623944.5457,603612.4165,593401.1753,606611.5921,593279.1205,597911.9655,616538.1789,621643.4908,592564.2334
6227,7,1,0,3,2015Q2,2491,600877.7371,595291.5274,598815.3771,607745.0512,587464.8472,570972.7351,574616.6963,571945.6436,623992.6667
26887,7,1,1,5,2016Q4,13462,605567.4346,607480.2631,620155.6785,591048.005,621406.2921,593362.1123,625375.89,604395.5344,605962.7211
18183,7,1,0,2,2017Q4,7458,624093.5304,620916.5268,573770.7649,570919.3314,616154.8475,585139.4576,614978.777,594261.3134,583209.683
22973,5,1,0,26,2019Q2,10895,618822.1434,586299.8333,573060.672,625480.4045,619341.3055,612881.5271,603664.8553,606544.0905,626495.6819
4041,6,1,0,12,2018Q4,1613,571069.4585,595015.8729,576314.7526,577727.3759,579532.1526,615442.6019,588253.228,590005.4218,627737.3892
23575,6,1,1,5,2016Q1,11565,627314.5473,607041.0893,597745.8318,596090.6332,582110.3456,613408.8468,624484.9354,576472.383,608226.4481
22132,4,1,0,26,2019Q1,10090,613595.3095,581997.5451,601343.3365,580548.4336,629334.835,590476.4368,582696.463,592548.9586,593697.6845
14681,6,1,1,5,2018Q1,5774,622444.7464,597586.9761,583101.2674,574890.2529,585612.3397,595153.9619,580975.0022,574001.4431,572342.6489
16532,7,1,0,4,2019Q4,6618,602000.9196,626197.1124,572640.9059,574914.738,578232.2546,622021.916,600729.8648,585373.183,616054.7148
