,risk_rating,Self_exclude_flag,Country_Code,BR Code,Period,Client,Variable_22_Y2,Variable_20_Y0,Variable_19_Y0,Variable_3_Y0,Variable_24_Y0,Variable_14_Y0,Variable_29_Y1,Variable_12_Y1,Variable_13_Y1,Variable_22_Y1,Variable_22_Y0,Variable_21_Y0,Variable_16_Y0,Variable_1_Y1,Variable_29_Y0,Variable_1_Y0,Variable_22_Y3,Variable_12_Y2,Variable_9_Y0
14744,7,1,0,21,2017Q3,5803,626691.4447,596548.9049,576901.3302,601791.6292,587864.53,623627.7199,607621.4021,617649.135,611901.4313,622181.6949,591814.437,568903.1128,576298.3483,600540.2815,625468.7654,596981.3724,594620.8098,573452.6088,587658.1572
26685,6,1,0,12,2019Q4,13393,588493.9328,585105.9511,594697.5197,585168.1124,584479.8175,602735.0686,600513.0854383361,628306.9181,619313.8484,584053.3493,590246.0249,603583.0444,610757.0674,596207.8954,600263.7490772376,618923.5711,607495.3912,593646.6946,579934.3018
19884,7,1,0,16,2019Q4,8432,588609.9132,615655.1306,602274.9853,600988.2489,576810.6531,601290.8143,621768.9881,592283.7863,607113.4505,610353.613,582517.0703,582946.9077,655521.6663505862,608500.7049,622833.238,599016.5781,597891.7054,598633.7967183621,594364.8354
24964,11,0,0,34,2016Q2,12742,599062.0668840412,573265.919,588585.0101,631200.1466,597049.0806,627409.8501,615180.8275,599098.3255,594787.9985,593928.0169,589937.2626,578752.8103,580886.8509,610151.6619,607532.9636,614006.9107,599058.1290196747,598862.1483605942,588872.4256
7864,11,0,0,12,2019Q1,3135,579754.6429,572664.3118,622851.3117,598666.5182,610112.4684,616061.1914,591328.0929,581123.579,611680.0755,580859.4555,626795.6141,586030.6818,614983.1197,609321.2868,568848.6317,584114.0745,591829.3917,614308.1399,583821.419
26303,4,1,1,5,2016Q3,13262,613004.7863,610367.3298,599539.0443,578146.8894,601159.904,603425.5204,596786.8358039564,625315.4584,612394.3292,602487.9963,609290.7611,568769.2399,619914.9772,606520.4151,593877.344606634,596990.9607,599008.2190887225,611129.1507,589428.8354
1908,5,1,0,8,2016Q4,749,605339.5203,593840.3984,616544.1317,597760.2131,608852.7744,572838.4433,618980.6135,579714.1524,579690.6909,587610.519,610039.0711,585967.4096,654974.6581206272,603145.6829,570552.445,624667.1654,599762.92181606,596510.0935,606777.1039
27716,6,1,0,2,2018Q2,13826,609047.7859,626766.0579,622049.7322,621622.3584,601843.2266,601448.7784,572722.683,610966.8498,619146.3493,577863.4084,620278.9807,599852.382,590869.9666,580208.3138,610468.6981,624266.5431,620526.113,573148.7571,613273.2505
854,8,1,0,15,2016Q3,345,587083.4417,620750.5421,616756.1373,627180.9266,580813.0802,603054.0589,597402.0369865148,619719.1039,586318.2054,611947.7335,604438.8923,619319.5699,588090.4208,602265.488,595381.9937,610630.9981,598714.1711501547,619874.3759,595147.6818
4328,6,1,0,33,2019Q4,1737,580478.0188,577765.2476,578034.8185,607688.4809,599252.9925,578884.5105,600798.6684431883,575170.313,620803.482,606208.4642,616565.3604,614855.086,583214.0744,588007.5061,597091.982220064,601624.7799,589632.9912,596133.0141,581377.1125
6272,8,1,0,12,2017Q2,2508,597137.144,613060.2564,604346.9033,599356.0205,626842.7517,610441.8994,596965.9589,604281.5782,611103.6534,573382.7234,618731.5309,625177.3588,605251.7548,591667.0788,616962.9687,606350.1599,621067.2686,616421.8046,619541.7202
16087,8,1,0,11,2018Q2,6401,597624.2608,625923.5191,570167.6484,614904.838,575744.7324,614442.043,612447.9052,594488.1066,613136.8401,571577.9088,581749.6876,581037.0626,608789.2742,618542.6506,606799.3625,622295.3565,587842.8761,614391.076,583882.2228
25012,7,1,0,11,2015Q1,12756,600230.086508522,603446.9418,584813.184,599550.0304,587220.4898,628297.2557,627356.0715,583919.2919,616891.4696,613913.2803,607231.9872,618634.7827,575413.6933,576959.9153,612082.3598,610127.3079,599397.2076638633,598916.4774824816,622348.8166
10863,13,0,0,60,2014Q4,4322,599700.4569875104,588147.5118,550760.8539,632204.5863,623287.2359,613629.9998,574058.7797,609301.5891,601505.7351,567933.9183,592410.2974,626633.3762,653334.9137242197,578482.6021,600372.0339,589020.4952,602239.9159276033,601070.3226926432,543330.5245
17286,8,1,0,12,2020Q1,7000,572785.579,585942.9184,585199.8342,615819.2759,593116.4386,609916.3252,577699.4258,590044.5375,574918.2713,600406.9453,581322.4381,608179.8256,570631.5201,620635.6262,620659.9591,601349.0429,598840.6431276028,599359.8754,600757.1977
22019,9,0,1,5,2018Q4,9997,597236.5169963839,575840.307,588075.6682622527,598809.8221825128,598481.675665815,616929.0285,597205.126745221,598452.848527308,598821.4182857269,596775.1794691085,604551.6485,596291.3912,606616.6050558245,595668.4486315507,596457.9792766934,568619.9757,598812.0212963795,598421.1870548648,589933.8793509956
19520,6,1,0,33,2018Q2,8211,610252.7838,617199.3234,585034.4727,581122.4534,606359.2502,592230.9468,617620.4529,614076.927,603118.3454,599998.3813,578779.2286,590379.1239,593645.9643,583000.2682,571287.7989,604184.9697,614034.0063,572279.6506,619116.3277
10751,7,1,0,80,2015Q3,4283,605691.8194,584628.1185,635967.5355,592743.7571,600736.1859,603889.0774,593664.1377,617850.5751,587287.0374,591449.5506,603388.297,579207.9832,572425.776,605815.7644,591424.3311,629969.5112,600126.6404583821,618004.7924,608035.3704
451,7,1,1,5,2019Q4,196,606783.8015,586638.6058,589838.2307,614830.5983,601011.412,604711.385,607242.2147,573844.7377,586120.5155,582625.9936,586651.4669,586291.0147,612350.5008,592418.0735,630302.8775,628589.6326,569674.9632,598520.8266,640549.2685
23453,7,1,1,5,2019Q3,11422,599686.6099,584054.6215,625063.3479,576423.0903,594057.005,589237.829,610418.0558,595185.0138,627878.608,620957.8474,586982.4075,619579.4691,651571.1680329005,616438.9057,587909.3626,605923.4336,599544.4962102525,597217.2582,590809.0079
1737,6,1,1,5,2019Q3,682,597953.0612,575119.9745,611769.8345,584553.6406,620046.481,599004.7517,600015.0934955609,571387.2307,607466.6398,609240.2787,589913.7436,618324.3921,652372.1437149174,586408.755,599651.0633798416,622408.5362,587268.6254,604274.2634,606725.6841
27637,8,1,0,11,2019Q4,13791,595856.6253,573217.0238,596450.2089,607558.5804,586124.5151,625206.6483,626542.6915,591441.294,625075.2778,594169.6222,614675.7445,625830.819,603543.5674,621654.8341,625081.8124,619168.0628,582239.0465,627084.1454,604819.4349
9663,7,1,1,5,2015Q1,3881,597680.0993926739,578585.2545,615651.0067,605019.3754,628129.3056,596675.677,603053.3766,582806.5784,611920.9183,609838.7945,573796.6385,610818.7596,621306.3155,575331.0355,586244.2429,572771.7471,598880.9415559828,598336.1886210741,605471.3672
10430,5,1,0,4,2016Q3,4171,628068.689,612002.7929,594167.3334,620946.3328,581048.0937,605209.8314,596365.4850927695,592229.9584,620065.7803,601801.0838,585103.2097,569696.6135,608831.6475,571545.4074,596573.3147915474,602513.2903,598761.1167897871,597338.3711,598403.384
4999,4,1,0,12,2019Q2,1996,596723.7949,598039.7152,608504.5476,588879.0438,572888.3912,613743.102,594764.5167,626541.9024,623068.6338,581767.8178,569677.424,602220.3021,605710.1294,617645.1797,571179.3445,596840.6635,599220.0710161644,595797.1601,620203.1887
17722,8,1,1,5,2014Q4,7217,608750.5705834533,614588.2001,673305.7444,585845.9018,622518.7325,595113.8207,604335.8197057713,596687.106692729,598975.5179229117,608194.6918919649,611526.8939,604556.3438,575047.9984,610014.3805153731,594196.8641,597336.6401,601740.7031096073,598034.6137764581,680560.1205
15353,6,1,0,16,2015Q3,6060,600190.6319270818,623191.5994,576315.4771,616517.1759,609433.9051,583482.0619,601878.840253215,575958.3247,602317.7852,611269.1604,616183.9663,569480.932,654086.8070618334,582130.5057,596521.0699985516,599291.556,599607.1817685302,598530.3188533112,611690.1064
22259,5,1,0,26,2020Q1,10194,627027.3735,586912.6192,571932.2616,606918.885,624830.4626,586869.6158,596229.8112656852,572892.9652,613351.0332,589646.6431,592259.9436,590990.6279,609241.9044,597703.1691,603055.7062399288,605673.5569,600922.5838,576350.4247,627793.3398
9461,9,0,0,20,2016Q1,3804,599372.2645984478,580414.6417,605146.7696,626495.2957,573137.272,604910.9017,621040.4057,582914.6865,597168.9787,597202.6375,580864.4139,618944.7178,591571.4461,598455.9909,586272.7253,582986.4457,598872.9276464378,598335.920443829,578430.3479
7500,7,1,0,19,2018Q2,2980,593671.8948,600055.2827,571972.5943,589946.0084,618303.2533,604332.1417,595740.8918329659,570746.2426,586310.358,624003.327,615966.9457,593789.9582,620190.3353,569787.5052,594931.7410370802,596384.4016,612495.0957,623618.1266,586235.2714
3365,6,1,0,4,2014Q4,1329,601878.0564966588,592035.384,585806.2036,589466.476,601472.2446,628314.4666,599621.5176743676,627759.9476,576775.7012,625691.7395,612675.1228,605219.2532,581983.4725,626395.5079,603351.4956963174,600260.1201,598901.2124089447,598121.450892366,583143.1798
20183,4,1,1,5,2019Q1,8624,575705.5224,599585.9152,592726.3324,595822.7422,570252.2502,599856.5781,595008.3605,604714.6521,616198.3093,626916.723,578717.3671,588974.9186,600675.8284,609049.789,613256.4116,580586.3448,570674.4414,576651.2956,592094.7756
6348,4,1,1,5,2016Q2,2544,617707.2262,574945.9209,632105.6672,621394.6412,572834.6096,615027.4485,603157.1991931953,592024.9149,618332.0755,582741.2162,597009.5019,572623.3879,586466.0556,573070.2893,600580.911265533,598094.9251,600055.8008818494,570933.431,628480.9883
17013,7,1,0,21,2019Q1,6854,622204.5751,614577.6001,614758.8106,614435.9222,586500.1686,599375.89,586378.6149,596106.7104,600056.3875,601487.1987,583037.5513,602007.2817,616050.7203,600610.6202,584297.3606,591905.8278,619227.3651,597554.5041,605073.2852
25352,11,0,1,5,2019Q3,12896,604125.1912,576248.5266,616923.7427,587651.5949,595481.2058,583855.724,581382.5652,594947.7835,616459.4191,610548.6472,610387.9762,572093.1111,568901.4781,599002.4944,590852.4126,601757.7367,587936.2243,610136.8528,584039.9517
12396,7,1,0,12,2020Q1,4901,581755.0771,587258.2559,575885.7501,630920.518,576682.7706,600830.5462,594343.1518,580519.7103,591293.0265,602767.0842,572033.4939,612702.5717,575057.8181,622800.3837,600328.3459,583089.7233,620790.3516,600677.9892,583030.0462
6654,8,1,1,5,2017Q2,2662,585500.3252,569254.2723,593312.6338,598746.6179,573489.5596,622449.5997,595081.3886,604401.8453,614492.6448,591426.7745,570106.638,615363.7762,595133.8278,600116.0803,614920.6012,576501.5803,595166.1497,581929.4508,617846.3699
19600,6,1,0,51,2017Q2,8263,603891.1664,581856.0532,626962.9748,616587.9638,604608.1298,584026.9001,582815.2445,609723.0778,614901.0555,579722.2077,602705.4962,583213.8955,580968.4866,624634.5402,596586.0915,633450.2723,600267.8181899075,606211.9423,631825.737
8139,11,0,0,8,2016Q4,3242,626881.1468,593452.1815,594708.0196,594224.7069,572749.0658,573255.064,623970.0314,589308.2998,616534.2902,598706.536,587711.8056,569185.8709,585610.409,587791.8789,602800.5773,624654.7024,619382.287,622989.5661,593192.3779
5492,6,1,1,5,2019Q1,2191,611957.4606,572097.7117,634664.9718,616102.4275,626709.2385,626816.9633,602520.7516908516,627433.6157,577432.4544,588129.6445,595114.4772,594851.3463,623403.566,584364.6598,600141.6589857576,587810.0424,577486.0959,626520.7957,575754.1643
6584,5,1,0,18,2016Q4,2633,576350.0583,569459.8813,578474.3078,606822.2305,620639.0378,613285.7651,595086.936687014,609894.8479,615605.954,598363.2022,588065.6022,620212.2912,616338.0624,610057.5475,581527.5676,616869.2855,620588.5843,607654.7595,614632.8007
27941,6,1,0,34,2015Q2,13910,597771.8482210861,619867.7987,620924.2177,584485.1183,592620.3023,590668.7969,571171.7654,582989.6049,570273.8045,583875.5037,608133.5213,589684.877,600969.2054,580851.3501,603529.7096,597684.8613,598770.1247211281,598016.1634244893,608170.4542
23814,9,0,1,5,2019Q3,11854,591615.0604,626517.7577,625266.6645,587801.97,595297.2581,619050.8625,614088.4616,605042.3499,572708.1142,623973.3823,587071.2839,620510.3742,652094.5655194179,580319.275,617446.0553,617051.3438,599026.7599411099,594342.9806,573404.2848
4312,7,1,0,14,2016Q1,1730,599020.1988851955,623489.4981,605827.6378,594275.8863,581905.8435,609356.8319,595444.1725106267,611690.3617,605674.3749,595408.0294,590199.9025,590520.1049,626986.4656,613070.2026,579320.857,601319.5738,598799.2923178208,598237.3877709878,571106.7589
4492,6,1,1,5,2019Q4,1805,587411.1579,610436.0438,624896.1912,624702.6268,584728.3837,579607.1079,597664.0748057199,598958.8988,622107.5054,571254.9063,579119.706,614471.4361,651944.002206072,571238.7335,596422.7863443508,580920.5712,623452.6424,601096.3998,590248.3214
15013,7,1,0,11,2016Q3,5906,610709.1771,608868.7071,589108.6196,614623.0028,605539.1087,602323.3566,597759.3187844626,572532.612,569281.443,602430.4749,605849.8395,610452.5168,597492.186,619488.8152,611317.2929,626144.2017,598862.6995549676,574417.5362,579121.6358
18725,7,1,0,19,2018Q2,7752,626642.816,596110.2816,591812.4539,579688.7554,627291.7732,578627.4317,598757.3586654143,615160.9643,600739.1927,611956.6785,599840.4742,596099.0315,591686.9514,590039.2359,599079.247544855,598795.3417,617880.7323,578475.8665,628082.0517
11531,6,1,0,76,2016Q2,4589,620607.9606,603207.0593,618751.1096,611092.1095,609512.2859,578352.3682,595933.2391,626424.6972,583582.9857,597042.487,602413.0851,577663.3935,576936.1633,608925.9498,627084.5135,625527.3459,598939.2158604803,600983.4961,582654.8584
3181,8,1,0,0,2017Q4,1254,595821.5995,571748.8157,618329.0768,618865.7545,600793.1344,605854.4488,625754.1176,626372.8337,611292.117,612831.2496,601818.2246,616560.8523,621889.0968,579694.8289,582088.7606,627330.9131,621766.2069,583512.1831,597709.912
9974,5,1,0,21,2019Q2,3995,588798.7316,608188.7757,605486.4319,583175.6005,569950.348,574601.4856,600383.8118731215,568593.2403,615183.833,627291.6369,589336.0465,605077.275,587347.492,587990.9329,625934.1763,608083.8232,578428.6426,594280.4522,603821.3836
26576,7,1,1,5,2016Q1,13361,601327.3154470732,622702.0078,612606.0203,590049.5435,627553.5836,575065.5865,577460.1442,592259.6311,579456.226,626197.9284,602536.9043,587931.3767,604487.7566,593862.17,618131.9883,586676.4727,599130.7372980774,597840.4918516523,575422.2922
6057,8,1,0,12,2015Q3,2415,581882.3957,597210.5767,610696.1666,585784.9763,578749.7861,587004.6594,582138.1702,604204.4638,572042.1319,617422.2427,598483.2198,609887.9115,576782.9458,587701.6639,619847.4875,588001.9666,598610.1418515726,600720.3544,571191.5133
10122,7,1,0,13,2014Q4,4056,611152.3071222993,581962.6534,654388.9261,768612.5961,582509.4321,647855.3239,619017.160953494,606682.5201501717,599490.5595894826,607616.6601161844,597134.2862,609006.2251,571705.6621,637732.517282163,620303.3123,654794.984,609733.3448558161,604357.8213421243,646912.5726
25107,6,1,0,0,2014Q4,12797,595688.3906804508,600445.2532,592074.0258,614773.926,599169.2794,602146.3893,598283.5808691031,599707.4758895179,598745.1099651535,596016.8022664698,579980.7218,626140.3555,570636.4867,597167.2349544987,611166.2081,572010.1549,598796.4208831586,598848.8891168047,589201.5313
17158,6,1,1,5,2020Q1,6936,588852.2186,595469.8865,589385.5006,574544.2321,591022.1094,614182.2465,612947.2715,585587.1709,606814.8383,608210.731,590369.8088,604857.3471,582951.8415,613464.2414,586993.524,574168.0457,570726.004,579035.5427,618885.2695
26671,8,1,0,16,2015Q2,13388,598681.974635032,627783.7937,583031.1446,576278.0008,612152.1974,596402.3667,589509.1729,580539.9284,585329.9642,589971.1978,576874.4847,612304.3146,578755.7549,614162.1225,592488.2209,590908.4429,598971.7449114851,598503.9503570633,571495.6252
26551,5,1,0,18,2016Q1,13354,597898.2646,597149.648,631293.9976,578691.3331,602514.4185,614567.9863,610304.9138,626532.3499,580026.0419,570063.0101,577968.3851,620874.1485,593492.8947,576113.5287,602381.86,584448.7666,598890.8752366117,605469.2975,618555.6274
25685,7,1,1,5,2014Q4,13022,600497.7914392945,617093.3485,625668.8257,587329.236,616848.7951,599351.6331,603391.4243803064,585177.429,605317.0889,595936.9929,591129.803,625771.9692,577043.7957,626017.2907,587791.3766,614339.6451,599351.7091984941,598159.0698929727,609379.0086
8731,8,1,0,18,2019Q4,3493,609258.7747,609915.2399,617730.378,606178.0684,613963.6423,605835.1737,572788.1265,593820.3762,584485.7718,602676.1658,600117.5979,594231.7762,576659.8435,610192.3303,599995.6253,601766.6007,597832.5537,622937.118,602598.5536
26675,4,1,0,19,2017Q2,13390,576971.2041,576370.42,603770.1172,625165.6474,605233.3201,581658.5143,605673.0907385881,627543.7065,616790.5235,602345.741,583409.0295,622599.3783,576250.6595,574293.0525,600377.300117218,598548.677,619221.9418,612919.3481,605464.3645
25936,7,1,0,12,2016Q2,13104,597082.2284,581127.3532,616023.9843,628134.4828,623149.4421,588985.0706,620168.9466,627640.1274,597455.7615,606276.3925,587019.4858,593967.0741,610664.7963,620321.9295,600252.4677,574979.8794,627862.1301,592717.172,585577.4643
2785,4,1,0,8,2016Q1,1102,599990.2398249747,585115.1127,620663.0617,594658.0052,569156.7837,611925.0723,597343.6616,573613.0854,604579.0564,577269.7661,620879.0412,582468.8201,652515.6835976663,621224.057,628463.9054,607141.1403,599746.979331173,598418.82323124,609689.8765
7499,7,1,0,19,2019Q2,2980,615972.9341,626529.1466,600970.7123,618110.2284,626145.4095,623897.0065,597944.8085374214,619638.8746,617467.5594,603880.774,620242.4758,622342.4074,616905.9692,603855.3656,609014.2419,578668.363,593673.1416,593909.8106,626022.9709
2001,6,1,1,5,2015Q1,786,601125.6350487166,576358.2658,604739.9426,594156.1686,572351.2372,581927.8074,586648.5597,583177.2472,580860.3823,589967.4395,610651.5565,587873.2472,656716.411982086,606870.398,579867.6921,604415.661,599442.4795386712,598246.5538597872,623320.6281
19212,7,1,0,4,2019Q2,8025,600765.7053,575026.9078,606136.3622,583680.3795,615443.8064,616410.8294,601043.7067647033,600729.237,595859.4612,606950.1496,607250.8707,572408.2461,655348.2085190013,597839.9635,601352.6753138271,571945.3055,605850.2743,585991.5904,601584.2824
26050,8,1,1,5,2020Q1,13151,625950.0894,598726.372,587217.2205,620966.9198,618700.8596,630146.1555,572512.8389,572405.0713,594968.1908,624375.611,575794.6759,604059.2988,598250.4951,574885.8348,620752.5317,624976.0702,599964.4145,621942.0634,619924.2179
26344,5,1,1,5,2015Q4,13278,597648.0008859052,605955.3803,583952.5107,622214.2427,590008.5553,570978.7565,597897.4898757036,599640.8555,600271.9995,577757.2516,620001.5508,594933.4021,588774.2205,620110.3285,600373.735866353,586199.4683,599183.911618932,598749.5099417146,570957.4911
23413,6,1,0,12,2019Q3,11381,601339.1244,589046.1769,596712.371,592801.3338,609999.3016,605045.1304,622843.0704,607907.4079,606067.417,597139.3445,590526.2791,601334.2278,619801.0942,626506.1492,589536.2084,574998.427,598719.1203473529,614037.7296,579754.8857
13137,6,1,0,30,2019Q2,5165,623871.8938,626793.5456,587632.975,591441.1826,597822.5201,628065.3268,623844.4998,620301.5091,613729.2377,619554.1763,600822.5896,619338.1825,617347.0603,600127.8891,606067.5916,628124.5516,610501.101,594718.6368,618343.8909
17365,3,1,1,5,2018Q1,7041,581860.2203,611807.3349,596434.2384,617249.5979,604483.6435,581311.5886,609901.5192,626685.0966,584823.8092,598147.316,583955.7964,615688.2179,654827.4234969267,595168.0203,606368.8533,591737.0067,574264.6503,591701.5728,609929.0231
7332,6,1,0,19,2016Q1,2916,606758.7818,590739.802,591116.8022,615583.346,605452.0675,623606.9063,618219.1395,621713.9189,601215.4855,584296.2966,575296.8829,594784.2316,626994.6949,609425.0786,596879.6196,615346.8412,599070.6860617853,573748.9726,600254.748
11626,10,0,0,13,2015Q3,4621,596703.4971231449,598169.4316,606873.2196,601565.4009,608435.8872,614130.4616,607830.1061,620316.0453,608592.0464,582775.2094,599307.7341,624485.3961,591019.3295,601974.7152,588381.3655,603462.0934,598733.5584379907,598378.5099588874,577532.0674
9265,8,1,0,19,2015Q2,3714,597382.569231931,571740.0432,588849.8802,589517.0523,610018.0732,588296.2522,574122.7401,585095.5549,597945.0034,599776.5939,585208.4514,602336.9131,576819.0385,593337.5237,626521.5461,618723.0835,598733.5128147893,598129.9045085941,606035.6171
26596,6,1,1,5,2017Q2,13368,604851.4075,619065.005,581349.2407,627995.9511,582756.6505,614549.3346,597219.6852,624700.5265,612003.5032,577881.2217,583190.2131,568845.357,605854.7031,608664.6542,589239.4998,612286.695,626153.8229,606754.7197,613230.2844
9497,8,1,1,5,2016Q1,3822,601598.7178316846,609118.2553,618727.4184,580770.7156,623992.4292,579662.0214,628864.1646,622070.0364,616157.996,619780.961,591511.7587,626198.1786,584949.8388,614974.8199,572267.0294,612487.2956,599207.372139567,598436.816585748,617643.9974
13458,6,1,0,30,2017Q1,5281,624154.1143,588956.7319,608596.2038,614998.4716,583059.2067,607634.3394,610326.2547,626165.5387,582504.9147,611786.6803,584366.7105,596060.4024,601170.8746,626047.6863,589973.6214,621691.0435,575921.0289,619555.6545,596256.8914
5761,9,0,0,33,2015Q2,2294,598439.9196960621,592355.8885,589415.0881,593085.6039,592305.0728,631110.9948,596410.3192182335,599325.7091559592,598772.862846095,599330.9728825521,609281.7681,596990.9714,572162.516,601050.4629553156,600060.0808,604584.588,599348.043831741,598729.2685462723,597296.8385
24419,5,1,0,12,2015Q2,12549,598672.3745075483,627621.318,589288.5656,579038.673,613890.7351,612495.7353,617192.1651,617276.5955,597561.5513,616449.953,574807.5376,605005.1961,588453.2416,569877.8656,601016.8017,626706.5835,598556.4610305646,598312.9097517782,610547.2423
15726,10,0,0,21,2019Q1,6241,585471.1329,604729.4689,620047.4498,604211.2164,573305.5169,594602.4984,623878.2787,622451.6433,612902.5937,621804.721,589044.2143,612253.3421,627571.9716,599903.7268,607129.3143,600496.7814,572236.247,596148.8198,602064.1547
7861,11,0,0,12,2020Q1,3135,575542.7149,596680.4169,625842.3112,606161.0609,606163.7075,574016.6975,610557.7075,619211.7435,573539.317,588244.9608,569624.3448,573488.7854,585689.7246,623726.3437,606214.7765,574851.8778,568508.3124,577491.4776,603965.5525
4212,11,0,1,5,2018Q3,1684,593834.9223,603935.3112,601011.8105,590994.0465,573319.1192,598863.0053,623034.744,583703.7089,612802.9472,583240.0164,602905.6857,601134.3808,591325.2368,573077.5256,613865.4374,621204.5756,579877.7949,578161.0739,572387.1326
9310,4,1,0,1,2015Q3,3735,595944.2889,619502.2529,576197.5649,593442.6654,572111.7073,617143.4213,573460.4896,598472.4357855488,599221.0636100832,583653.3417,574772.8756,577875.6399,651845.3119695404,575581.6601,608724.9777,595935.1175,599654.7154034696,598476.6392648733,607294.0988
6966,7,1,0,35,2018Q1,2767,607493.2323,587361.8479,621205.2183,602951.3607,576307.1577,601081.6819,591819.0024,617050.9496,575763.5525,626615.262,575274.1494,595085.6448,574972.0225,616021.2115,584856.2232,577745.0285,585990.3332,588967.1757,615284.9392
17933,9,0,0,4,2017Q3,7333,581134.1962,602368.0755,611049.4447,609382.2663,588834.0028,575301.1496,610879.3158,620947.2317,609353.196,604134.3969,599583.6056,615228.5548,588426.268,632979.455,595225.7717,594059.5773,589545.3051,614761.1328,585003.6286
3575,8,1,0,12,2018Q4,1419,625276.3817,582689.4659,592046.4324,587585.1264,600614.6148,625175.0342,582199.9366,601552.1822,575767.1451,575336.1056,619868.1437,600562.2551,604110.2074,620154.73,576176.7312,626420.7595,576852.4702,595510.1277,583832.8718
27817,6,1,0,28,2017Q1,13868,612514.399,604123.705,605745.9774,620998.7422,614851.6331,598767.019,598509.5041125388,596545.7556,617871.7169,592216.7667,569525.8283,585900.8716,582068.8259,575206.3713,599852.6215232579,596234.7575,594949.8372,597069.4845,620073.4687
8366,6,1,0,2,2016Q1,3342,619675.1728,599736.8272,623356.823,593348.1019,628367.2448,597299.9999,595692.2959,583712.1413,582515.6426,589464.7067,606051.0033,576417.5348,599571.5472,599749.8561,575900.1514,572994.3458,599263.1668091682,572867.0807,615207.5396
11242,8,1,0,11,2017Q4,4459,585834.5236,620034.176,623029.2165,619900.8636,603291.7221,605045.5172,599133.0298047154,600066.4437,603331.0116,574173.3665,579247.0179,614665.0177,603806.3238,597069.3908,610883.3925,575231.3537,626540.154,595786.7487,620739.0559
19652,8,1,1,5,2018Q4,8295,617752.3011,577817.2791,614297.9584,573474.896,624595.1276,579221.2843,597733.6198589309,602182.497,593587.6976,575341.8141,592879.9019,624945.0457,626647.0005,626336.3102,617945.5738,603777.8349,608873.6163,596665.59,593170.8328
19706,9,0,0,2,2018Q2,8327,604657.6564,613100.1012,581543.3973,626876.6905,571889.3783,570302.7927,612296.9225,568802.2949,610568.3482,592551.9788,597399.5344,591458.6946,581559.9538,624668.2045,580044.1644,598835.2069,579234.532,627308.1572,626049.4614
26412,6,1,0,10,2015Q3,13304,598360.408261982,614884.0633,602954.1003,576463.5625,628039.103,592556.8287,596991.2759591184,593180.6096,581537.8473,572276.9714,594847.1622,612402.7567,576446.0475,603040.1292,596644.8907318495,620277.8603,598748.1887027055,598052.9592028375,617396.373
6805,8,1,0,0,2017Q3,2717,600287.3241,589547.7129,573235.8094,587398.2945,600568.2087,587886.0532,584366.8268,610895.6846,590585.8863,605862.8948,595666.4092,581010.5461,608490.2364,576048.2015,583607.7499,597090.0136,602849.5227,600900.389,574733.2078
27877,5,1,0,28,2015Q2,13887,597201.6927692811,595554.6776,588735.7473,627761.273,587630.0244,571117.9493,598118.2651469423,595181.6122,605481.0239,581588.3131,572992.0428,581078.3812,604089.3313,587910.2793,598242.9328336923,590835.6821,598709.1162112269,598461.5090800958,618348.1768
23131,6,1,1,5,2019Q3,11072,590473.0638,572343.3128,585938.7614,575540.1632,569573.2107,607690.3318,583422.4786,584926.1028,597186.9295,574358.1558,618902.8448,597213.6105,588217.1011,607147.3721,606782.4387,616202.8735,598853.7822346593,612697.5359,599967.5187
184,8,1,1,5,2018Q4,82,605153.6164,572410.918,571972.5179,584250.0448,597055.0971,584315.4654,603370.3629513885,619081.8722,590120.9873,573040.0298,576464.9434,578558.7691,654208.1004584319,580668.3362,600118.8144416234,574200.1112,573740.9111,580799.3758,592410.4596984787
13900,8,1,0,20,2019Q4,5470,616452.3823,616586.1422,582986.0529,638762.646,616265.53,586331.0114,629452.7859,617543.4789,598179.8827,590350.693,588580.1836,579464.3257,570477.1921,609253.825,599954.1864,571865.8981,585414.8632,589547.8333,628526.5543
15334,8,1,0,13,2019Q2,6051,586753.1727,623000.7793,621823.5596,595480.8746,623439.4908,599238.0559,611283.5943,601544.204,574366.0068,578335.6855,585783.2997,603877.2757,655875.6754686367,604967.454,591938.0966,574064.0141,579613.7164,614611.6554,575983.6288
4708,2,1,0,3,2015Q4,1881,608854.1295721513,603452.8379,616274.4048,620477.5782,620149.4692,656795.3655,606550.5060534163,627369.7094,590829.5628,610283.2962,610495.2435,576692.7749,656972.489330635,604526.6406,600301.3384010891,637752.9264,602944.3451839645,599669.4567742716,660948.9277
2728,5,1,0,71,2019Q3,1083,587060.307,618831.237,622757.5826,624830.2937,601876.8409,582959.7501,608905.3114,615276.0249,603826.7954,590806.9715,617097.1536,621204.6332,651580.5910900083,625496.4044,579539.307,612674.651,590632.8263,575614.5837,599430.9681
24186,9,0,1,5,2020Q1,12374,628163.0011,578201.4139,603114.9285,614291.7201,579718.15,584098.9773,597371.0873,595165.0244,610924.8556,596835.5698,569139.433,592099.7377,591023.1919,611219.0635,619712.5365,610923.6753,598853.3664412992,607042.0714,588950.748
18190,5,1,1,5,2020Q1,7461,598825.6609,599929.6603,576812.2404,581947.0375,570712.0138,622848.2438,599503.6035272048,621603.9457,605181.6705,616499.85,597794.9535,591721.1389,596362.7316,625262.2512,600144.5756427841,589019.4248,624673.5548,597013.5521,570512.746
